epoch,mean_loss,minimum_dice_femur,minimum_dice_tibia,minimum_dice_patella,minimum_dice_fibula,consecutive_passes,dice_VSD_016_Left_femur,target_voxels_VSD_016_Left_femur,predicted_voxels_VSD_016_Left_femur,maximum_probability_VSD_016_Left_femur,mean_target_probability_VSD_016_Left_femur,dice_VSD_016_Left_tibia,target_voxels_VSD_016_Left_tibia,predicted_voxels_VSD_016_Left_tibia,maximum_probability_VSD_016_Left_tibia,mean_target_probability_VSD_016_Left_tibia,dice_VSD_016_Left_patella,target_voxels_VSD_016_Left_patella,predicted_voxels_VSD_016_Left_patella,maximum_probability_VSD_016_Left_patella,mean_target_probability_VSD_016_Left_patella,dice_VSD_016_Left_fibula,target_voxels_VSD_016_Left_fibula,predicted_voxels_VSD_016_Left_fibula,maximum_probability_VSD_016_Left_fibula,mean_target_probability_VSD_016_Left_fibula
100,0.4654145836830139,0.8505674600601196,0.7783181667327881,0.5074833035469055,0.26270565390586853,0,0.8505674600601196,394926,533426,0.9990851879119873,0.9702504277229309,0.7783181667327881,298939,468580,0.9977506995201111,0.9634348750114441,0.5074833035469055,35620,104759,0.9998728036880493,0.9938066005706787,0.26270565390586853,28983,191667,0.9999936819076538,0.9881759881973267
110,0.4553278088569641,0.8270087242126465,0.6998348832130432,0.46607479453086853,0.14007066190242767,0,0.8270087242126465,394926,559862,0.9995705485343933,0.977206826210022,0.6998348832130432,298939,554408,0.9984912872314453,0.9675253629684448,0.46607479453086853,35620,117231,0.9998113512992859,0.996017336845398,0.14007066190242767,28983,384851,0.9999604225158691,0.9954290986061096
120,0.43338918685913086,0.8798075914382935,0.771290123462677,0.5702986717224121,0.39464062452316284,0,0.8798075914382935,394926,501395,0.9993444085121155,0.9621762037277222,0.771290123462677,298939,474578,0.9990897178649902,0.9638991951942444,0.5702986717224121,35620,89297,0.9996798038482666,0.988020122051239,0.39464062452316284,28983,117900,0.9999654293060303,0.9902986884117126
130,0.4098324179649353,0.9107434153556824,0.8629790544509888,0.5497125387191772,0.38309431076049805,0,0.9107434153556824,394926,468439,0.998505711555481,0.9501501321792603,0.8629790544509888,298939,389817,0.9985509514808655,0.943586528301239,0.5497125387191772,35620,93975,0.9998831748962402,0.994814395904541,0.38309431076049805,28983,122327,0.9999873638153076,0.9921071529388428
140,0.38913917541503906,0.9024844169616699,0.8374435305595398,0.5719928741455078,0.46054837107658386,0,0.9024844169616699,394926,478319,0.9991759657859802,0.9664422869682312,0.8374435305595398,298939,413601,0.9994829893112183,0.97254478931427,0.5719928741455078,35620,88927,0.9999109506607056,0.9949651956558228,0.46054837107658386,28983,96880,0.9999943971633911,0.9953563213348389
150,0.3696228265762329,0.9054452180862427,0.9059489965438843,0.6370497345924377,0.5634605288505554,0,0.9054452180862427,394926,476495,0.9995139837265015,0.9730821251869202,0.9059489965438843,298939,358970,0.9993197917938232,0.9589489698410034,0.6370497345924377,35620,76208,0.9999244213104248,0.9929192066192627,0.5634605288505554,28983,73892,0.999998927116394,0.9937849044799805
160,0.3551626205444336,0.9091013669967651,0.9063085913658142,0.6543223261833191,0.5656212568283081,0,0.9091013669967651,394926,473008,0.9992623925209045,0.9742032289505005,0.9063085913658142,298939,358987,0.998748779296875,0.9578607678413391,0.6543223261833191,35620,73256,0.999902606010437,0.9922398924827576,0.5656212568283081,28983,73499,0.9999985694885254,0.9965649843215942
170,0.3407471477985382,0.9423421621322632,0.8584350943565369,0.6999272704124451,0.5865342020988464,0,0.9423421621322632,394926,416707,0.9969395399093628,0.9254741668701172,0.8584350943565369,298939,397321,0.9996498823165894,0.9852875471115112,0.6999272704124451,35620,66162,0.9998692274093628,0.987798273563385,0.5865342020988464,28983,69845,0.9999959468841553,0.9936006665229797
180,0.3318440318107605,0.9105203747749329,0.9210062623023987,0.703425407409668,0.6846189498901367,0,0.9105203747749329,394926,443790,0.9970318078994751,0.9258991479873657,0.9210062623023987,298939,347315,0.9977259039878845,0.9485725164413452,0.703425407409668,35620,65653,0.9998396635055542,0.9864336252212524,0.6846189498901367,28983,55686,0.9999903440475464,0.9851424694061279
190,0.318045049905777,0.9332014322280884,0.940506100654602,0.7278411984443665,0.6968072056770325,0,0.9332014322280884,394926,445960,0.9987316727638245,0.964637279510498,0.940506100654602,298939,330588,0.999384880065918,0.9532003998756409,0.7278411984443665,35620,62253,0.999656081199646,0.9812068939208984,0.6968072056770325,28983,54205,0.9999953508377075,0.9880211353302002
200,0.30484330654144287,0.9259127974510193,0.9402801394462585,0.7400482296943665,0.703728437423706,0,0.9259127974510193,394926,455545,0.9982801675796509,0.9717696905136108,0.9402801394462585,298939,333832,0.9991494417190552,0.9587123394012451,0.7400482296943665,35620,60644,0.9998489618301392,0.984842836856842,0.703728437423706,28983,53384,0.9999963045120239,0.9921686053276062
210,0.29314154386520386,0.9362644553184509,0.9389594793319702,0.725074291229248,0.7512149810791016,0,0.9362644553184509,394926,446033,0.998683750629425,0.9702586531639099,0.9389594793319702,298939,335951,0.9993913173675537,0.9675953984260559,0.725074291229248,35620,62632,0.999927282333374,0.9902586340904236,0.7512149810791016,28983,48180,0.9999982118606567,0.9887828230857849
220,0.28273022174835205,0.9375441670417786,0.9450486898422241,0.7275252342224121,0.7671722173690796,0,0.9375441670417786,394926,445476,0.9990872144699097,0.9735413789749146,0.9450486898422241,298939,332038,0.9992328882217407,0.9672226309776306,0.7275252342224121,35620,62301,0.9999566078186035,0.9922305941581726,0.7671722173690796,28983,46575,0.9999991655349731,0.9901119470596313
230,0.2730429470539093,0.9435794353485107,0.947869062423706,0.7575741410255432,0.7748783230781555,0,0.9435794353485107,394926,439433,0.999174177646637,0.9719842076301575,0.947869062423706,298939,330150,0.9990360736846924,0.9673501253128052,0.7575741410255432,35620,58417,0.999950647354126,0.9899540543556213,0.7748783230781555,28983,45821,0.9999994039535522,0.9914572238922119
240,0.26504430174827576,0.9441255927085876,0.9454038143157959,0.7586148381233215,0.7803820967674255,0,0.9441255927085876,394926,439177,0.9991350769996643,0.9733415246009827,0.9454038143157959,298939,332277,0.9988732933998108,0.9709712862968445,0.7586148381233215,35620,58288,0.9999587535858154,0.9911490678787231,0.7803820967674255,28983,45296,0.9999996423721313,0.9928023815155029
250,0.25819042325019836,0.947901725769043,0.9492473006248474,0.7713045477867126,0.8064390420913696,0,0.947901725769043,394926,435485,0.9990472197532654,0.9721992015838623,0.9492473006248474,298939,329599,0.9987126588821411,0.9700515866279602,0.7713045477867126,35620,56743,0.9999527931213379,0.9902045726776123,0.8064390420913696,28983,42891,0.9999995231628418,0.9902865886688232
260,0.251454621553421,0.9487576484680176,0.9487223029136658,0.7761785984039307,0.8154014945030212,0,0.9487576484680176,394926,434934,0.9989765882492065,0.972739040851593,0.9487223029136658,298939,330126,0.9985643029212952,0.9713154435157776,0.7761785984039307,35620,56163,0.9999608993530273,0.9907562732696533,0.8154014945030212,28983,42101,0.9999996423721313,0.9902848601341248
270,0.24628737568855286,0.950768768787384,0.9503295421600342,0.7860445380210876,0.8248185515403748,0,0.950768768787384,394926,433004,0.9989340901374817,0.9726967215538025,0.9503295421600342,298939,329020,0.9983798265457153,0.9712288975715637,0.7860445380210876,35620,55011,0.9999619722366333,0.9902159571647644,0.8248185515403748,28983,41287,0.9999996423721313,0.9898774027824402
280,0.24208861589431763,0.9514971971511841,0.9516481161117554,0.792718231678009,0.8306462168693542,0,0.9514971971511841,394926,432469,0.9988638162612915,0.9729830622673035,0.9516481161117554,298939,328131,0.9981581568717957,0.9707933664321899,0.792718231678009,35620,54248,0.9999634027481079,0.9899271130561829,0.8306462168693542,28983,40794,0.9999996423721313,0.9897890686988831
290,0.23900069296360016,0.9523826837539673,0.9522145390510559,0.7958709597587585,0.834804892539978,0,0.9523826837539673,394926,431685,0.9987962245941162,0.9729102849960327,0.9522145390510559,298939,327779,0.9980474710464478,0.9710085988044739,0.7958709597587585,35620,53892,0.9999655485153198,0.9900830388069153,0.834804892539978,28983,40444,0.9999996423721313,0.9897449016571045
300,0.23651348054409027,0.9527019262313843,0.9523972272872925,0.7997844219207764,0.8388506770133972,0,0.9527019262313843,394926,431471,0.9987754225730896,0.9731392860412598,0.9523972272872925,298939,327684,0.9980042576789856,0.9713039398193359,0.7997844219207764,35620,53454,0.9999657869338989,0.9898846745491028,0.8388506770133972,28983,40102,0.9999996423721313,0.9895621538162231
310,0.23523031175136566,0.9532719850540161,0.9530722498893738,0.8012146353721619,0.8410130143165588,0,0.9532719850540161,394926,430981,0.9987616539001465,0.9731794595718384,0.9530722498893738,298939,327194,0.9979897737503052,0.9710930585861206,0.8012146353721619,35620,53295,0.9999674558639526,0.9900351166725159,0.8410130143165588,28983,39922,0.9999996423721313,0.9895315766334534
320,0.23424503207206726,0.9533743262290955,0.9531245827674866,0.8032472729682922,0.8420196175575256,0,0.9533743262290955,394926,430928,0.9987472295761108,0.9732357859611511,0.9531245827674866,298939,327189,0.9979937076568604,0.9712666869163513,0.8032472729682922,35620,53070,0.9999674558639526,0.9898846745491028,0.8420196175575256,28983,39842,0.9999996423721313,0.9895843863487244
330,0.23360759019851685,0.9536781907081604,0.9531571865081787,0.8039815425872803,0.8428846001625061,0,0.9536781907081604,394926,430625,0.9987346529960632,0.9730815291404724,0.9531571865081787,298939,327176,0.9979898929595947,0.9713214039802551,0.8039815425872803,35620,52989,0.9999676942825317,0.9898709654808044,0.8428846001625061,28983,39769,0.9999996423721313,0.9895088076591492
340,0.23345747590065002,0.9537068605422974,0.9529832005500793,0.8040178418159485,0.8435225486755371,0,0.9537068605422974,394926,430596,0.9987297654151917,0.9730607867240906,0.9529832005500793,298939,327305,0.9979978203773499,0.9714962840080261,0.8040178418159485,35620,52985,0.9999678134918213,0.9898946285247803,0.8435225486755371,28983,39717,0.9999996423721313,0.9894288778305054
349,0.23345303535461426,0.9537011981010437,0.9529862403869629,0.8040087819099426,0.8435225486755371,0,0.9537011981010437,394926,430603,0.998729407787323,0.9730736613273621,0.9529862403869629,298939,327303,0.9979972243309021,0.9714993238449097,0.8040087819099426,35620,52986,0.9999678134918213,0.9899025559425354,0.8435225486755371,28983,39717,0.9999996423721313,0.9894373416900635
