epoch,mean_loss,minimum_dice_femur,minimum_dice_tibia,minimum_dice_patella,minimum_dice_fibula,consecutive_passes,dice_VSD_016_Left_femur,target_voxels_VSD_016_Left_femur,predicted_voxels_VSD_016_Left_femur,maximum_probability_VSD_016_Left_femur,mean_target_probability_VSD_016_Left_femur,dice_VSD_016_Left_tibia,target_voxels_VSD_016_Left_tibia,predicted_voxels_VSD_016_Left_tibia,maximum_probability_VSD_016_Left_tibia,mean_target_probability_VSD_016_Left_tibia,dice_VSD_016_Left_patella,target_voxels_VSD_016_Left_patella,predicted_voxels_VSD_016_Left_patella,maximum_probability_VSD_016_Left_patella,mean_target_probability_VSD_016_Left_patella,dice_VSD_016_Left_fibula,target_voxels_VSD_016_Left_fibula,predicted_voxels_VSD_016_Left_fibula,maximum_probability_VSD_016_Left_fibula,mean_target_probability_VSD_016_Left_fibula
150,0.43886128067970276,0.8997043371200562,0.9105607271194458,0.7034382224082947,0.5997082591056824,0,0.8997043371200562,394926,482440,0.9970620274543762,0.9750924110412598,0.9105607271194458,298939,357551,0.9957964420318604,0.976458728313446,0.7034382224082947,35620,65654,0.9995817542076111,0.9934704899787903,0.5997082591056824,28983,67674,0.9997963309288025,0.9931777119636536
160,0.4251110851764679,0.8968940377235413,0.9177000522613525,0.7039247751235962,0.6447400450706482,0,0.8968940377235413,394926,485450,0.9975157976150513,0.9791380763053894,0.9177000522613525,298939,352483,0.9960099458694458,0.9788016676902771,0.7039247751235962,35620,65584,0.999602735042572,0.9945024251937866,0.6447400450706482,28983,60923,0.9997846484184265,0.9937446713447571
170,0.4129035472869873,0.8860633373260498,0.9232102036476135,0.6305094361305237,0.6737881898880005,0,0.8860633373260498,394926,496315,0.9976375102996826,0.9820172786712646,0.9232102036476135,298939,348621,0.996208906173706,0.98004150390625,0.6305094361305237,35620,77368,0.9996776580810547,0.9972943663597107,0.6737881898880005,28983,57047,0.9997615218162537,0.9948875904083252
180,0.4125950336456299,0.8931195735931396,0.8375014066696167,0.8467827439308167,0.5892710089683533,0,0.8931195735931396,394926,474232,0.9937564134597778,0.9507825374603271,0.8375014066696167,298939,414944,0.9965180158615112,0.9890275597572327,0.8467827439308167,35620,46701,0.9963394403457642,0.928071916103363,0.5892710089683533,28983,69386,0.9996539354324341,0.9965340495109558
190,0.4069473147392273,0.8905641436576843,0.9029995203018188,0.5281849503517151,0.5848216414451599,0,0.8905641436576843,394926,477777,0.9993618130683899,0.9576112031936646,0.9029995203018188,298939,361429,0.9969673752784729,0.9755221605300903,0.5281849503517151,35620,99257,0.9965742826461792,0.9800226092338562,0.5848216414451599,28983,70066,0.998458981513977,0.9784757494926453
200,0.39151355624198914,0.8697704672813416,0.9144890308380127,0.5982532501220703,0.6701968908309937,0,0.8697704672813416,394926,512564,0.9978082776069641,0.9776431918144226,0.9144890308380127,298939,354322,0.99349045753479,0.9752681851387024,0.5982532501220703,35620,83460,0.9993876218795776,0.9948837161064148,0.6701968908309937,28983,57508,0.9991905093193054,0.9885567426681519
210,0.37859445810317993,0.9109609127044678,0.9211018085479736,0.6875120401382446,0.6689053773880005,0,0.9109609127044678,394926,471199,0.9978891015052795,0.9735293984413147,0.9211018085479736,298939,349897,0.9956283569335938,0.9803072214126587,0.6875120401382446,35620,68000,0.999578058719635,0.9928330779075623,0.6689053773880005,28983,57675,0.9996780157089233,0.9952407479286194
220,0.3704555034637451,0.9158477187156677,0.9362804293632507,0.7227277755737305,0.7045996189117432,0,0.9158477187156677,394926,466667,0.9976213574409485,0.9767007231712341,0.9362804293632507,298939,339295,0.996277391910553,0.9782200455665588,0.7227277755737305,35620,62951,0.9995063543319702,0.9918602705001831,0.7045996189117432,28983,53285,0.9995312690734863,0.9935057759284973
230,0.3630702793598175,0.9161198735237122,0.9442837834358215,0.7335557341575623,0.7416799664497375,0,0.9161198735237122,394926,466577,0.9975281357765198,0.9784399271011353,0.9442837834358215,298939,333875,0.9969174861907959,0.977798342704773,0.7335557341575623,35620,61496,0.9997081160545349,0.9936718940734863,0.7416799664497375,28983,49172,0.9997159838676453,0.9931458234786987
240,0.3573138415813446,0.9230533242225647,0.9461997747421265,0.7409718632698059,0.7455913424491882,0,0.9230533242225647,394926,460004,0.9972820281982422,0.9783366322517395,0.9461997747421265,298939,332638,0.9973748922348022,0.9799652099609375,0.7409718632698059,35620,60524,0.9996733665466309,0.9936791658401489,0.7455913424491882,28983,48762,0.9997144341468811,0.9938533306121826
250,0.3525547683238983,0.9265061020851135,0.9489316940307617,0.7465627193450928,0.7600304484367371,0,0.9265061020851135,394926,456859,0.9974172115325928,0.9782321453094482,0.9489316940307617,298939,330786,0.9973915815353394,0.9798949360847473,0.7465627193450928,35620,59804,0.9996939897537231,0.993862509727478,0.7600304484367371,28983,47285,0.9997287392616272,0.9938755035400391
260,0.34870633482933044,0.9284877181053162,0.9505428075790405,0.7505900263786316,0.7653388381004333,0,0.9284877181053162,394926,455054,0.997599184513092,0.978527307510376,0.9505428075790405,298939,329746,0.9974052309989929,0.9801844954490662,0.7505900263786316,35620,59292,0.9997045397758484,0.9940122365951538,0.7653388381004333,28983,46756,0.9997251629829407,0.9938386678695679
270,0.34522098302841187,0.9298257827758789,0.9518764019012451,0.7560786604881287,0.7710602879524231,0,0.9298257827758789,394926,453833,0.9976714253425598,0.9786748886108398,0.9518764019012451,298939,328840,0.9974664449691772,0.9802435636520386,0.7560786604881287,35620,58603,0.9996993541717529,0.9939108490943909,0.7710602879524231,28983,46194,0.9997251629829407,0.9938094019889832
280,0.3429352641105652,0.9313284754753113,0.9527819752693176,0.7593587636947632,0.7738189101219177,0,0.9313284754753113,394926,452427,0.9977498650550842,0.9787688255310059,0.9527819752693176,298939,328258,0.9974933862686157,0.9803721308708191,0.7593587636947632,35620,58196,0.9997022747993469,0.9939309358596802,0.7738189101219177,28983,45926,0.9997166991233826,0.9938251972198486
290,0.3410279154777527,0.9325160980224609,0.9536522030830383,0.7611355185508728,0.7769408226013184,0,0.9325160980224609,394926,451335,0.9977808594703674,0.978755533695221,0.9536522030830383,298939,327671,0.9974974989891052,0.9803754091262817,0.7611355185508728,35620,57977,0.9997093081474304,0.9940370917320251,0.7769408226013184,28983,45625,0.9997121691703796,0.993813157081604
300,0.3399372696876526,0.9333511590957642,0.954191267490387,0.7617784738540649,0.7784328460693359,0,0.9333511590957642,394926,450580,0.9978030323982239,0.978755533695221,0.954191267490387,298939,327317,0.9975209832191467,0.9805002808570862,0.7617784738540649,35620,57898,0.9997132420539856,0.9941459894180298,0.7784328460693359,28983,45482,0.9997115731239319,0.9938688278198242
310,0.33875036239624023,0.9334419965744019,0.9542979001998901,0.763689398765564,0.7793014645576477,0,0.9334419965744019,394926,450502,0.9978201389312744,0.9789331555366516,0.9542979001998901,298939,327247,0.9975183010101318,0.9805752635002136,0.763689398765564,35620,57664,0.9997102618217468,0.9940778017044067,0.7793014645576477,28983,45399,0.9997066855430603,0.9938735365867615
320,0.33843791484832764,0.9337761998176575,0.9543161988258362,0.7638121843338013,0.7802455425262451,0,0.9337761998176575,394926,450193,0.9978232383728027,0.9789241552352905,0.9543161988258362,298939,327235,0.9975276589393616,0.9806963205337524,0.7638121843338013,35620,57649,0.999711811542511,0.9941364526748657,0.7802455425262451,28983,45309,0.9997054934501648,0.9938669204711914
330,0.3381020128726959,0.9339818954467773,0.9545068740844727,0.7639760375022888,0.7807815074920654,0,0.9339818954467773,394926,450009,0.9978260397911072,0.9789096713066101,0.9545068740844727,298939,327112,0.9975329637527466,0.980704128742218,0.7639760375022888,35620,57629,0.9997125267982483,0.994157075881958,0.7807815074920654,28983,45258,0.9997040629386902,0.9938497543334961
340,0.33795058727264404,0.9340096712112427,0.9546241760253906,0.7640169858932495,0.7807604670524597,0,0.9340096712112427,394926,449986,0.9978253841400146,0.9789130687713623,0.9546241760253906,298939,327033,0.9975311160087585,0.9806763529777527,0.7640169858932495,35620,57624,0.9997122883796692,0.9941636323928833,0.7807604670524597,28983,45260,0.9997044205665588,0.9938688278198242
349,0.3379483222961426,0.9340195059776306,0.9546211361885071,0.7641153335571289,0.7807604670524597,0,0.9340195059776306,394926,449975,0.9978245496749878,0.9789077639579773,0.9546211361885071,298939,327035,0.9975306391716003,0.9806785583496094,0.7641153335571289,35620,57612,0.9997122883796692,0.9941600561141968,0.7807604670524597,28983,45260,0.9997041821479797,0.9938695430755615
