epoch,train_loss,val_loss,val_dice,val_iou,val_binary,val_tsdf,lr,secs
0,0.750386655330658,0.7393069267272949,0.021565472707152367,0.010997527278959751,0.8708753883838654,0.6077384352684021,5e-05,59.6
1,0.7345298528671265,0.73836350440979,0.021521600894629955,0.010975523386150599,0.8710963129997253,0.60563063621521,0.0,120.9
