epoch,mean_loss,minimum_dice_femur,minimum_dice_tibia,minimum_dice_patella,minimum_dice_fibula,consecutive_passes,dice_VSD_016_Left_femur,target_voxels_VSD_016_Left_femur,predicted_voxels_VSD_016_Left_femur,maximum_probability_VSD_016_Left_femur,mean_target_probability_VSD_016_Left_femur,dice_VSD_016_Left_tibia,target_voxels_VSD_016_Left_tibia,predicted_voxels_VSD_016_Left_tibia,maximum_probability_VSD_016_Left_tibia,mean_target_probability_VSD_016_Left_tibia,dice_VSD_016_Left_patella,target_voxels_VSD_016_Left_patella,predicted_voxels_VSD_016_Left_patella,maximum_probability_VSD_016_Left_patella,mean_target_probability_VSD_016_Left_patella,dice_VSD_016_Left_fibula,target_voxels_VSD_016_Left_fibula,predicted_voxels_VSD_016_Left_fibula,maximum_probability_VSD_016_Left_fibula,mean_target_probability_VSD_016_Left_fibula,dice_Case14_PartRight_femur,target_voxels_Case14_PartRight_femur,predicted_voxels_Case14_PartRight_femur,maximum_probability_Case14_PartRight_femur,mean_target_probability_Case14_PartRight_femur,dice_Case14_PartRight_tibia,target_voxels_Case14_PartRight_tibia,predicted_voxels_Case14_PartRight_tibia,maximum_probability_Case14_PartRight_tibia,mean_target_probability_Case14_PartRight_tibia,dice_Case14_PartRight_patella,target_voxels_Case14_PartRight_patella,predicted_voxels_Case14_PartRight_patella,maximum_probability_Case14_PartRight_patella,mean_target_probability_Case14_PartRight_patella,dice_Case14_PartRight_fibula,target_voxels_Case14_PartRight_fibula,predicted_voxels_Case14_PartRight_fibula,maximum_probability_Case14_PartRight_fibula,mean_target_probability_Case14_PartRight_fibula
100,0.3395162969827652,0.8459988832473755,0.8579260110855103,0.47839051485061646,0.45344388484954834,0,0.8631001710891724,394926,514213,0.9964417815208435,0.9684540629386902,0.8687816262245178,298939,374770,0.9982308745384216,0.955544114112854,0.47839051485061646,35620,113296,0.9984365105628967,0.9911919832229614,0.45344388484954834,28983,98852,0.9998151659965515,0.9884116053581238,0.8459988832473755,365441,494371,0.9973034858703613,0.9752362370491028,0.8579260110855103,387588,501132,0.9969611763954163,0.9581277370452881,0.5726143717765808,28935,72023,0.9993877410888672,0.9874652624130249,0.5907776951789856,48958,116749,0.9999915361404419,0.987686038017273
110,0.30424532294273376,0.8784899115562439,0.8787915706634521,0.5990514755249023,0.6829373240470886,0,0.8966627717018127,394926,480857,0.9981959462165833,0.9734355807304382,0.8793210983276367,298939,361077,0.9969509840011597,0.9483911395072937,0.5990514755249023,35620,83298,0.9981560111045837,0.9878082871437073,0.6829373240470886,28983,40549,0.9986057877540588,0.7784981727600098,0.8784899115562439,365441,461840,0.9976142644882202,0.976458728313446,0.8787915706634521,387588,481708,0.9969454407691956,0.9581217765808105,0.6725394129753113,28935,57112,0.9992455244064331,0.9852046966552734,0.774068295955658,48958,76186,0.9999866485595703,0.9640037417411804
120,0.30047984421253204,0.8972550630569458,0.8389720320701599,0.4702310264110565,0.4501737654209137,0,0.8972550630569458,394926,472192,0.9976844787597656,0.9611209630966187,0.8397514820098877,298939,403052,0.998986542224884,0.9715398550033569,0.4702310264110565,35620,115880,0.9991976618766785,0.9949564337730408,0.4501737654209137,28983,95600,0.9985895752906799,0.9437854886054993,0.899552583694458,365441,429363,0.9970928430557251,0.9559797048568726,0.8389720320701599,387588,530588,0.9983916878700256,0.9757511615753174,0.743960976600647,28935,47940,0.99905925989151,0.961247444152832,0.5666552186012268,48958,123249,0.999927282333374,0.9847915172576904
130,0.28030942380428314,0.830321729183197,0.8578952550888062,0.4748130440711975,0.35799601674079895,0,0.830321729183197,394926,553911,0.9995964169502258,0.9870848655700684,0.8664518594741821,298939,383811,0.9958523511886597,0.9661313891410828,0.4748130440711975,35620,114418,0.9985988736152649,0.9942507147789001,0.35799601674079895,28983,132935,0.9999902248382568,0.995990514755249,0.8330854177474976,365441,505795,0.9997376799583435,0.9822067618370056,0.8578952550888062,387588,506675,0.9962714910507202,0.9623422026634216,0.5128909349441528,28935,83896,0.9995742440223694,0.9930027723312378,0.4523594379425049,48958,166751,0.9999980926513672,0.9887341260910034
140,0.2509377747774124,0.888848066329956,0.8375967741012573,0.7115983366966248,0.4992027282714844,0,0.9043929576873779,394926,469979,0.9991455078125,0.9728319644927979,0.8467552661895752,298939,398873,0.9985328912734985,0.9736626744270325,0.7477924227714539,35620,59508,0.9981139898300171,0.9794177412986755,0.4992027282714844,28983,87038,0.9996613264083862,0.9924450516700745,0.888848066329956,365441,446232,0.9986812472343445,0.9732816219329834,0.8375967741012573,387588,534247,0.9985136389732361,0.9820528626441956,0.7115983366966248,28935,52344,0.999032735824585,0.9836415648460388,0.6594060659408569,48958,99515,0.9999608993530273,0.9929104447364807
150,0.21410557627677917,0.8997682929039001,0.8226466178894043,0.6473421454429626,0.6349530816078186,0,0.905897855758667,394926,470357,0.9989691972732544,0.9754919409751892,0.8249071836471558,298939,425334,0.9995810389518738,0.992773175239563,0.6473421454429626,35620,74430,0.9998236298561096,0.9978909492492676,0.6349530816078186,28983,62019,0.9999713897705078,0.9893758893013,0.8997682929039001,365441,438995,0.9986741542816162,0.9754811525344849,0.8226466178894043,387588,554187,0.9996039271354675,0.990857720375061,0.6745855808258057,28935,56851,0.9998974800109863,0.9959725737571716,0.7387393116950989,48958,83427,0.9999980926513672,0.9910653829574585
160,0.20399674773216248,0.9048979878425598,0.8676974177360535,0.5720342397689819,0.5260931849479675,0,0.9073177576065063,394926,468756,0.9988585710525513,0.9751458764076233,0.8751747608184814,298939,379065,0.9976629018783569,0.9770152568817139,0.5720342397689819,35620,88918,0.9988951086997986,0.9947613477706909,0.5260931849479675,28983,81199,0.9998999834060669,0.9976484775543213,0.9048979878425598,365441,433270,0.9988025426864624,0.9746172428131104,0.8676974177360535,387588,496416,0.997946560382843,0.9706556797027588,0.7729463577270508,28935,45761,0.999090313911438,0.9736328721046448,0.6574095487594604,48958,99972,0.9999830722808838,0.9955871105194092
170,0.16524698585271835,0.8910847902297974,0.8913931846618652,0.5728115439414978,0.6920817494392395,0,0.9015457630157471,394926,476291,0.998859167098999,0.9809135794639587,0.8913931846618652,298939,364979,0.9986481070518494,0.9763590693473816,0.5728115439414978,35620,88749,0.9999655485153198,0.9996631145477295,0.6920817494392395,28983,54773,0.9999860525131226,0.9975924491882324,0.8910847902297974,365441,451341,0.9990097284317017,0.9837951064109802,0.8935255408287048,387588,470740,0.9988442659378052,0.974587082862854,0.641090989112854,28935,61333,0.9999895095825195,0.9990221858024597,0.7813875675201416,48958,76227,0.9999991655349731,0.9920651912689209
180,0.16972500085830688,0.8924437761306763,0.8777428269386292,0.6935961246490479,0.7005332112312317,0,0.8985092043876648,394926,475754,0.9996141195297241,0.981802225112915,0.8883098363876343,298939,370762,0.9989452958106995,0.9822738766670227,0.6935961246490479,35620,67068,0.9983025789260864,0.9882014393806458,0.7005332112312317,28983,53537,0.9999517202377319,0.9917201995849609,0.8924437761306763,365441,443150,0.9996533393859863,0.9802992939949036,0.8777428269386292,387588,491387,0.9989678859710693,0.9826530814170837,0.7744214534759521,28935,45518,0.9990884065628052,0.9772619605064392,0.7499575614929199,48958,80716,0.999992847442627,0.9850780963897705
190,0.13969872891902924,0.9165836572647095,0.8936682939529419,0.8834815621376038,0.7887524962425232,0,0.9279985427856445,394926,446293,0.9989407658576965,0.9732854962348938,0.9021607041358948,298939,358210,0.9991293549537659,0.977949321269989,0.8834815621376038,35620,43861,0.9998030066490173,0.9711094498634338,0.7887524962425232,28983,43993,0.9999874830245972,0.982358992099762,0.9165836572647095,365441,423829,0.9991330504417419,0.9771149754524231,0.8936682939529419,387588,474488,0.9992311000823975,0.9794959425926208,0.888916552066803,28935,35341,0.9998990297317505,0.966750979423523,0.8501964211463928,48958,65098,0.9999996423721313,0.9768393039703369
200,0.118375763297081,0.9184069633483887,0.9180296659469604,0.9082335233688354,0.8852249383926392,0,0.927863597869873,394926,450819,0.9994695782661438,0.9816722273826599,0.9206794500350952,298939,335247,0.9988969564437866,0.9615377187728882,0.9190831184387207,35620,39766,0.999895453453064,0.9577080011367798,0.9108070135116577,28983,29183,0.9999895095825195,0.8968893885612488,0.9184069633483887,365441,424982,0.9994896650314331,0.9831838607788086,0.9180296659469604,387588,441529,0.9990371465682983,0.9648112058639526,0.9082335233688354,28935,33833,0.9999518394470215,0.9649747014045715,0.8852249383926392,48958,60578,0.9999996423721313,0.9778407216072083
210,0.1171039566397667,0.9238739609718323,0.8979950547218323,0.7582756876945496,0.8844209909439087,0,0.9296199679374695,394926,450527,0.9993925094604492,0.9832376837730408,0.9011014699935913,298939,361708,0.9996402263641357,0.9852015972137451,0.7582756876945496,35620,58330,0.9999438524246216,0.9986104369163513,0.8918927311897278,28983,35823,0.999993085861206,0.9849567413330078,0.9238739609718323,365441,420348,0.9994611144065857,0.9827961325645447,0.8979950547218323,387588,471243,0.9994766116142273,0.9830556511878967,0.7796564698219299,28935,45290,0.9999765157699585,0.995994508266449,0.8844209909439087,48958,61460,0.9999996423721313,0.9857506155967712
220,0.10028248280286789,0.9315268993377686,0.9118719696998596,0.8713361024856567,0.842653214931488,0,0.9349608421325684,394926,445214,0.9995139837265015,0.9829716682434082,0.9190728068351746,298939,346555,0.9996942281723022,0.9782921075820923,0.900982141494751,35620,42881,0.9999463558197021,0.9834645390510559,0.8908773064613342,28983,35614,0.9999995231628418,0.9828945994377136,0.9315268993377686,365441,412879,0.9995809197425842,0.9814709424972534,0.9118719696998596,387588,455379,0.9994801878929138,0.976569652557373,0.8713361024856567,28935,37354,0.999981164932251,0.9899412393569946,0.842653214931488,48958,66494,1.0,0.9885434508323669
230,0.09384537488222122,0.9332100749015808,0.9122058153152466,0.8954576253890991,0.8638702034950256,0,0.9387199282646179,394926,441822,0.9995161294937134,0.9828001260757446,0.9211677312850952,298939,344338,0.9998041987419128,0.9785708785057068,0.8954576253890991,35620,43678,0.9999327659606934,0.9873543381690979,0.8638702034950256,28983,38078,0.9999994039535522,0.9930508732795715,0.9332100749015808,365441,412371,0.9996028542518616,0.9827278852462769,0.9122058153152466,387588,455463,0.9994978904724121,0.9788494110107422,0.9153183698654175,28935,33983,0.9999715089797974,0.9809766411781311,0.8697006106376648,48958,63414,1.0,0.9905175566673279
240,0.08523277565836906,0.9353410005569458,0.9183310270309448,0.9169312715530396,0.9037829041481018,1,0.9420320987701416,394926,438294,0.9995716214179993,0.9825869202613831,0.9242007732391357,298939,342809,0.9998856782913208,0.9799720644950867,0.9169312715530396,35620,41533,0.9999690055847168,0.9831477403640747,0.9297453761100769,28983,33262,0.9999997615814209,0.9866620302200317,0.9353410005569458,365441,410847,0.9996297359466553,0.9837506413459778,0.9183310270309448,387588,449927,0.9996106028556824,0.9790794253349304,0.9187940955162048,28935,33856,0.9999896287918091,0.9844499230384827,0.9037829041481018,48958,58975,1.0,0.9871055483818054
250,0.08089501038193703,0.9379332065582275,0.916767954826355,0.9196377396583557,0.9137100577354431,2,0.9436224102973938,394926,437515,0.9996077418327332,0.9837026596069336,0.9229340553283691,298939,345120,0.9999421834945679,0.9836987853050232,0.9196377396583557,35620,41456,0.9999768733978271,0.985333263874054,0.9487605094909668,28983,31888,0.9999998807907104,0.9815528988838196,0.9379332065582275,365441,408838,0.9996870756149292,0.9839800596237183,0.916767954826355,387588,453002,0.9997251629829407,0.9824357628822327,0.9305259585380554,28935,33045,0.9999927282333374,0.9835019707679749,0.9137100577354431,48958,57752,1.0,0.9855825304985046
