epoch,train_loss,validation_loss,feature_std,lr
0,0.7849871814250946,0.3608268158776419,0.4464651942253113,7.499999999999999e-06
1,0.7657322213053703,0.3602646929877145,0.4440530389547348,1.1249999999999999e-05
2,0.7968029379844666,0.3594629636832646,0.4407975375652313,1.4999999999999999e-05
3,0.7247679829597473,0.35846871989113943,0.43474534153938293,1.875e-05
4,0.8345382288098335,0.3573435502392905,0.42440563440322876,2.2499999999999998e-05
5,0.7901232615113258,0.3561442792415619,0.407178595662117,2.6249999999999998e-05
6,0.7822818532586098,0.354856048311506,0.3883045017719269,2.9999999999999997e-05
7,0.815278485417366,0.3534926857267107,0.37151090800762177,3.375e-05
8,0.7936173230409622,0.3520982691219875,0.3581213653087616,3.75e-05
9,0.7675924226641655,0.3507214401449476,0.34517478942871094,4.125e-05
10,0.8022946119308472,0.34932638491903034,0.33838342130184174,4.4999999999999996e-05
11,0.8044862076640129,0.347861328295299,0.3362068682909012,4.875e-05
12,0.774952657520771,0.34627137439591543,0.3393844962120056,5.2499999999999995e-05
13,0.733967550098896,0.3444561319691794,0.3444334417581558,5.625e-05
14,0.7195990458130836,0.3423194672380175,0.3514524847269058,5.9999999999999995e-05
15,0.7447716370224953,0.3398044151919229,0.36212292313575745,6.374999999999999e-05
16,0.7617222145199776,0.3367965945175716,0.37675756216049194,6.75e-05
17,0.7482643574476242,0.3332111580031259,0.3956596553325653,7.125e-05
18,0.7850013747811317,0.3290355248110635,0.42062796652317047,7.5e-05
19,0.7450545653700829,0.32430695635931833,0.45289990305900574,7.5e-05
20,0.7416612058877945,0.31937952978270395,0.47945059835910797,7.499650184866957e-05
21,0.7329608276486397,0.31437067900385174,0.4976487010717392,7.498600804732164e-05
22,0.7226114943623543,0.3092564514705113,0.5149592161178589,7.496852055376449e-05
23,0.6976327896118164,0.30403760075569153,0.528007835149765,7.494404263060604e-05
24,0.7001246511936188,0.29882265840257916,0.5355052053928375,7.491257884464522e-05
25,0.7611236348748207,0.2936649833406721,0.5307600796222687,7.487413506601985e-05
26,0.746233232319355,0.2885843174798148,0.5235297381877899,7.482871846711157e-05
27,0.7165201157331467,0.2839947555746351,0.5275657773017883,7.477633752120763e-05
28,0.7102689445018768,0.27889106954847065,0.5214082896709442,7.471700200092006e-05
29,0.7124400436878204,0.27325392620904104,0.5104611217975616,7.46507229763624e-05
30,0.6503279730677605,0.2680631067071642,0.5064981281757355,7.457751281308442e-05
31,0.732421264052391,0.26325901065553936,0.5065723359584808,7.449738516976508e-05
32,0.6620744094252586,0.25852099486759733,0.5153988003730774,7.441035499566417e-05
33,0.6460408344864845,0.2539833188056946,0.5204648375511169,7.431643852783344e-05
34,0.6205739602446556,0.24974430884633744,0.5210730135440826,7.421565328808711e-05
35,0.6679276823997498,0.24534676756177629,0.5120006799697876,7.410801807973292e-05
36,0.6552930474281311,0.24146422105176107,0.5043013989925385,7.399355298406408e-05
37,0.645142138004303,0.23744659338678634,0.5013173520565033,7.387227935661267e-05
38,0.700546957552433,0.23303854678358352,0.5140529274940491,7.374421982316543e-05
39,0.5879259333014488,0.22940130744661605,0.5296197831630707,7.360939827554248e-05
40,0.6857071071863174,0.22575238134179795,0.5301106870174408,7.346783986713986e-05
41,0.6447751969099045,0.22287512464182718,0.5257990062236786,7.33195710082368e-05
42,0.5989082977175713,0.22062275878020696,0.524245023727417,7.316461936106826e-05
43,0.6267372220754623,0.21714733753885543,0.5286948084831238,7.300301383466413e-05
44,0.6360785886645317,0.21359249310834066,0.5323672592639923,7.283478457945577e-05
45,0.6263916492462158,0.21052481446947371,0.5348490178585052,7.265996298165076e-05
46,0.6520668417215347,0.20757037188325608,0.5339384377002716,7.247858165737738e-05
47,0.6103647649288177,0.20488062500953674,0.5349230468273163,7.229067444659941e-05
48,0.5727035515010357,0.20239569885390146,0.5380130410194397,7.209627640680269e-05
49,0.6155207380652428,0.19970372106347764,0.5402753949165344,7.189542380645448e-05
50,0.6238511949777603,0.19693267345428467,0.541168749332428,7.168815411823701e-05
51,0.5676091313362122,0.1942309524331774,0.5365429818630219,7.147450601205614e-05
52,0.6242699362337589,0.19188037301812852,0.5321371555328369,7.125451934782692e-05
53,0.5969114899635315,0.18984145564692362,0.5298941135406494,7.102823516803691e-05
54,0.5788281261920929,0.18769069867474691,0.5311823487281799,7.079569569008906e-05
55,0.5587558634579182,0.18496017796652658,0.5327204763889313,7.055694429842517e-05
56,0.6298244930803776,0.1824761309794017,0.5314240157604218,7.031202553643184e-05
57,0.5796371400356293,0.18020585817950113,0.5279712677001953,7.006098509813001e-05
58,0.558226328343153,0.17830610062394822,0.52455735206604,6.980386981964999e-05
59,0.560386560857296,0.17621768159525736,0.518401563167572,6.954072767049332e-05
60,0.6504648625850677,0.17404052828039443,0.5162467956542969,6.927160774458313e-05
61,0.5877184718847275,0.17224338437829698,0.5160717368125916,6.899656025110487e-05
62,0.538138572126627,0.17038392382008688,0.5137591660022736,6.871563650513879e-05
63,0.5671973936259747,0.16872436021055495,0.5109007656574249,6.84288889180863e-05
64,0.5739725008606911,0.16763876378536224,0.5100345611572266,6.813637098789157e-05
65,0.5702321007847786,0.16629047691822052,0.5085801482200623,6.783813728906053e-05
66,0.5579766817390919,0.16434511755193984,0.50705686211586,6.753424346247905e-05
67,0.6044933125376701,0.1628088844673974,0.5054614096879959,6.722474620503218e-05
68,0.6328195258975029,0.16142083704471588,0.50434510409832,6.690970325902617e-05
69,0.5922929644584656,0.16005542235715048,0.49839018285274506,6.658917340141574e-05
70,0.5929452553391457,0.15891492579664504,0.49618662893772125,6.62632164328381e-05
71,0.5934551693499088,0.157600360257285,0.49694326519966125,6.59318931664561e-05
72,0.5453923679888248,0.15633559226989746,0.49597232043743134,6.55952654166124e-05
73,0.5320978760719299,0.15517301431724004,0.4933529943227768,6.525339598729694e-05
74,0.49983248487114906,0.1540268063545227,0.49211694300174713,6.490634866042965e-05
75,0.5826606079936028,0.15304908795016153,0.49096016585826874,6.455418818396084e-05
76,0.5155288688838482,0.15213806288582937,0.48916392028331757,6.419698025979126e-05
77,0.5257432907819748,0.15129709243774414,0.4892576336860657,6.383479153151427e-05
78,0.5778758823871613,0.15028610612664903,0.48547162115573883,6.34676895719822e-05
79,0.6089557595551014,0.14938785987240927,0.478224977850914,6.309574287069953e-05
80,0.5429650247097015,0.14882020439420426,0.4742400348186493,6.271902082104477e-05
81,0.5093897581100464,0.14815139131886618,0.4763743281364441,6.233759370732404e-05
82,0.566068209707737,0.1474283358880452,0.4809163808822632,6.195153269165814e-05
83,0.5847761407494545,0.14641894825867244,0.47895900905132294,6.156090980070603e-05
84,0.5490086935460567,0.14550492806094034,0.475909560918808,6.116579791222697e-05
85,0.5663454905152321,0.1447669437953404,0.4743632376194,6.0766270741483805e-05
86,0.5162576921284199,0.1441246803317751,0.47460517287254333,6.036240282749004e-05
87,0.5427459999918938,0.14348087566239492,0.47442446649074554,5.995426951910334e-05
88,0.5561225116252899,0.14282298726694925,0.47195832431316376,5.9541946960967734e-05
89,0.593834612518549,0.14188511669635773,0.4697996824979782,5.912551207930752e-05
90,0.5224866159260273,0.14105119236877986,0.47096477448940277,5.8705042567575225e-05
91,0.5842854231595993,0.14038231543132237,0.47464950382709503,5.8280616871956556e-05
92,0.5162255950272083,0.13970534290586198,0.4759746938943863,5.785231417673481e-05
