epoch,train_loss,validation_loss,feature_std,lr,train_fcmae,train_cross
0,1.2661098539829254,0.4996836185455322,0.46026627719402313,1.875e-05,0.4911980368196964,0.7749118134379387
1,1.2980433851480484,0.4954402446746826,0.4558333456516266,2.8125e-05,0.5101531073451042,0.7878902927041054
2,1.3439984321594238,0.4921906590461731,0.4440312385559082,3.75e-05,0.5355147570371628,0.808483675122261
3,1.3678762465715408,0.4902796745300293,0.4433748424053192,4.6874999999999994e-05,0.5499910451471806,0.81788519769907
4,1.3321219682693481,0.48955535888671875,0.43492530286312103,5.625e-05,0.5331168249249458,0.7990051209926605
5,1.298052355647087,0.48817530274391174,0.4320093095302582,6.5625e-05,0.5175282135605812,0.7805241346359253
6,1.2805766761302948,0.48766452074050903,0.4285530149936676,7.5e-05,0.5078164637088776,0.7727602273225784
7,1.2650012522935867,0.48652172088623047,0.4273839294910431,7.5e-05,0.5008414201438427,0.7641598209738731
8,1.317544311285019,0.4856456518173218,0.43004849553108215,7.497813833873152e-05,0.5260438397526741,0.7915004789829254
9,1.2928954064846039,0.48476457595825195,0.43310797214508057,7.491257884464522e-05,0.5124503783881664,0.7804450243711472
10,1.3068067878484726,0.4838637709617615,0.4290708154439926,7.480339795717854e-05,0.5203468315303326,0.7864599600434303
11,1.2949908524751663,0.4830365777015686,0.4249684810638428,7.46507229763624e-05,0.515014074742794,0.7799767702817917
12,1.2781095653772354,0.4825286269187927,0.42629073560237885,7.445473191439487e-05,0.5043831206858158,0.7737264484167099
13,1.2916138023138046,0.4820452332496643,0.42830124497413635,7.421565328808711e-05,0.5134730748832226,0.7781407162547112
14,1.2506159842014313,0.48159855604171753,0.4305121451616287,7.393376585242279e-05,0.4906276762485504,0.7599883079528809
15,1.2851634621620178,0.48126307129859924,0.4324249178171158,7.360939827554248e-05,0.509810097515583,0.7753533497452736
16,1.2367879003286362,0.48080146312713623,0.4328218698501587,7.324292875553102e-05,0.4880090095102787,0.7487788870930672
17,1.232349455356598,0.4801056385040283,0.43213896453380585,7.283478457945577e-05,0.48488492518663406,0.7474645301699638
18,1.333611935377121,0.4792421758174896,0.4315108507871628,7.238544162516873e-05,0.5344774052500725,0.7991345673799515
19,1.2956059277057648,0.4786316454410553,0.4360470622777939,7.189542380645448e-05,0.5154512524604797,0.7801546975970268
20,1.1787243336439133,0.47815871238708496,0.4446052610874176,7.136530246216997e-05,0.4573989547789097,0.7213253676891327
21,1.3595736473798752,0.4774932861328125,0.44386713206768036,7.079569569008906e-05,0.5451348535716534,0.8144387975335121
22,1.3065240979194641,0.47699853777885437,0.4387494921684265,7.018726762622817e-05,0.5201783366501331,0.7863457575440407
23,1.17655710875988,0.4763612151145935,0.44126780331134796,6.954072767049332e-05,0.45702555030584335,0.7195315584540367
24,1.3419309705495834,0.4759979248046875,0.4419398009777069,6.885682965955165e-05,0.5407611653208733,0.8011698201298714
25,1.2410653829574585,0.4751736521720886,0.43477723002433777,6.813637098789157e-05,0.4886043258011341,0.7524610683321953
26,1.2274616062641144,0.474231094121933,0.43472763895988464,6.738019167809642e-05,0.47970033437013626,0.7477612495422363
27,1.263678677380085,0.4735484719276428,0.4366866946220398,6.658917340141574e-05,0.5000692754983902,0.7636094018816948
28,1.291411429643631,0.47297823429107666,0.43343527615070343,6.576423844977604e-05,0.5160312950611115,0.7753801345825195
29,1.2217766046524048,0.47263103723526,0.42912933230400085,6.490634866042965e-05,0.4809148386120796,0.7408617809414864
30,1.2411691695451736,0.47200897336006165,0.43057115375995636,6.401650429449552e-05,0.4889986962080002,0.7521704807877541
31,1.2715859711170197,0.47141867876052856,0.433573380112648,6.309574287069953e-05,0.5041033290326595,0.7674826383590698
32,1.2656989842653275,0.47082382440567017,0.4329163134098053,6.214513795567397e-05,0.5028409399092197,0.762858048081398
33,1.2743385583162308,0.4704214334487915,0.43073248863220215,6.116579791222697e-05,0.5051195397973061,0.7692190185189247
34,1.2726565599441528,0.4698598086833954,0.43157200515270233,6.0158864607041035e-05,0.5058678612112999,0.7667886987328529
35,1.2439134567975998,0.4689562916755676,0.4329501539468765,5.912551207930752e-05,0.49117278680205345,0.7527406513690948
36,1.2686997056007385,0.4683886170387268,0.43168245255947113,5.806694517184945e-05,0.5023350641131401,0.7663646340370178
37,1.2873940020799637,0.46819940209388733,0.42762425541877747,5.6984398126328754e-05,0.5119762383401394,0.7754177525639534
38,1.291044145822525,0.467875599861145,0.4266863614320755,5.587913314417565e-05,0.5150529593229294,0.7759911939501762
39,1.2402903586626053,0.46696698665618896,0.4271130710840225,5.47524389149182e-05,0.48910699039697647,0.7511833608150482
40,1.2118974030017853,0.466280460357666,0.428880900144577,5.3605629113628074e-05,0.47790177538990974,0.7339956164360046
41,1.2841363102197647,0.4658445715904236,0.42869557440280914,5.2440040869234056e-05,0.5131826810538769,0.7709536328911781
42,1.2818272113800049,0.46545547246932983,0.4287673532962799,5.1257033205489615e-05,0.5114574134349823,0.7703698128461838
43,1.2628719955682755,0.46479716897010803,0.4291246384382248,5.0057985456411974e-05,0.5014589205384254,0.76141307502985
44,1.1978457421064377,0.46435803174972534,0.4314559996128082,4.8844295658040336e-05,0.46984323114156723,0.7280025035142899
45,1.2513582557439804,0.46413421630859375,0.4333029091358185,4.76173789183884e-05,0.49603939801454544,0.7553188353776932
46,1.217952236533165,0.46376484632492065,0.4331173151731491,4.637866576749175e-05,0.47679613530635834,0.7411561086773872
47,1.3077913224697113,0.4631553292274475,0.4312548339366913,4.5129600489473766e-05,0.5224893726408482,0.7853019386529922
48,1.2436580806970596,0.46273308992385864,0.4310629218816757,4.3871639438575e-05,0.49296197295188904,0.7506961151957512
49,1.281896322965622,0.46251872181892395,0.43119217455387115,4.260624934110925e-05,0.509481392800808,0.7724149450659752
50,1.2773469984531403,0.4616924226284027,0.42965006828308105,4.133490558532628e-05,0.5094141289591789,0.7679328769445419
51,1.2980745434761047,0.4612233638763428,0.4278106689453125,4.005909050117516e-05,0.5205187574028969,0.7775557786226273
52,1.2405902743339539,0.46093660593032837,0.43024948239326477,3.878029163197379e-05,0.4890070892870426,0.7515831813216209
53,1.3356705456972122,0.460689902305603,0.4320089668035507,3.75e-05,0.5363082438707352,0.799362301826477
54,1.2667594403028488,0.4600369930267334,0.4306425005197525,3.6219708368026204e-05,0.5018463507294655,0.7649130895733833
55,1.2149210572242737,0.45978909730911255,0.42984460294246674,3.494090949882484e-05,0.47827650234103203,0.7366445511579514
