epoch,train_loss,validation_loss,feature_std,lr
0,0.7611251547932625,0.372585049697331,0.46333976089954376,7.499999999999999e-06
1,0.7727731540799141,0.37200394698551725,0.4608088433742523,1.1249999999999999e-05
2,0.8580700755119324,0.37118372321128845,0.45525771379470825,1.4999999999999999e-05
3,0.8097981959581375,0.3701768091746739,0.44864849746227264,1.875e-05
4,0.7666097059845924,0.36902754647391184,0.43702101707458496,2.2499999999999998e-05
5,0.7854826971888542,0.3677477666309902,0.41904430091381073,2.6249999999999998e-05
6,0.7317771315574646,0.36637253420693533,0.3992139995098114,2.9999999999999997e-05
7,0.7727975323796272,0.36497032216617037,0.38044555485248566,3.375e-05
8,0.7737100496888161,0.36353306259427753,0.3666801154613495,3.75e-05
9,0.7944619730114937,0.3620786453996386,0.3565397262573242,4.125e-05
10,0.7592255249619484,0.3606126436165401,0.34810517728328705,4.4999999999999996e-05
11,0.811287447810173,0.3590389745576041,0.3475727140903473,4.875e-05
12,0.7737976983189583,0.3573194444179535,0.35397733747959137,5.2499999999999995e-05
13,0.7646508291363716,0.35535296372004915,0.3559523671865463,5.625e-05
14,0.8200340420007706,0.3530174025467464,0.36011458933353424,5.9999999999999995e-05
15,0.7745227292180061,0.35023536000932964,0.36897431313991547,6.374999999999999e-05
16,0.802951917052269,0.34685559783663067,0.3873211294412613,6.75e-05
17,0.7787525877356529,0.34286568420273916,0.4123535007238388,7.125e-05
18,0.7461023256182671,0.3382195702620915,0.4387829452753067,7.5e-05
19,0.7055710032582283,0.3329200106007712,0.4631904810667038,7.5e-05
20,0.7311694025993347,0.32732832431793213,0.49175499379634857,7.499650184866957e-05
21,0.7956630736589432,0.32153241123471943,0.5131622552871704,7.498600804732164e-05
22,0.7094002813100815,0.3157065042427608,0.5266000032424927,7.496852055376449e-05
23,0.7170477584004402,0.3098218100411551,0.5314814448356628,7.494404263060604e-05
24,0.7354903221130371,0.30407770190920147,0.5356063544750214,7.491257884464522e-05
25,0.7739278003573418,0.2981551076684679,0.5341251492500305,7.487413506601985e-05
26,0.7000778540968895,0.2922800864492144,0.531691700220108,7.482871846711157e-05
27,0.6983244121074677,0.2868039608001709,0.5327502489089966,7.477633752120763e-05
28,0.7010390534996986,0.2810956708022526,0.5282537639141083,7.471700200092006e-05
29,0.6961274519562721,0.2750381529331207,0.5195725858211517,7.46507229763624e-05
30,0.7186987474560738,0.2693206625325339,0.5138860940933228,7.457751281308442e-05
31,0.6593972519040108,0.2639225593635014,0.5227320790290833,7.449738516976508e-05
32,0.7245066538453102,0.2589992369924273,0.5290689468383789,7.441035499566417e-05
33,0.7064436823129654,0.2542843222618103,0.5285894274711609,7.431643852783344e-05
34,0.6380686014890671,0.24938460758754186,0.5260941684246063,7.421565328808711e-05
35,0.6089707985520363,0.24411582521029881,0.5241023004055023,7.410801807973292e-05
36,0.637340135872364,0.23926956312997,0.5241446793079376,7.399355298406408e-05
37,0.6519285291433334,0.2350125334092549,0.5315218865871429,7.387227935661267e-05
38,0.5906929560005665,0.2315801339490073,0.5440233051776886,7.374421982316543e-05
39,0.6375482976436615,0.227703258395195,0.5450263321399689,7.360939827554248e-05
40,0.6193202622234821,0.22349791441644942,0.5365517437458038,7.346783986713986e-05
41,0.6368540376424789,0.2196400591305324,0.5389358103275299,7.33195710082368e-05
42,0.6107169091701508,0.21608097212655203,0.5454563498497009,7.316461936106826e-05
43,0.6773878559470177,0.21266081290585653,0.5483743250370026,7.300301383466413e-05
44,0.6071781851351261,0.20969656322683608,0.555298388004303,7.283478457945577e-05
45,0.6104269362986088,0.20663305478436605,0.5585432052612305,7.265996298165076e-05
46,0.621341485530138,0.20403372815677098,0.566213071346283,7.247858165737738e-05
47,0.6139851063489914,0.20101387160164969,0.566874235868454,7.229067444659941e-05
48,0.5935897082090378,0.197903396827834,0.5645641982555389,7.209627640680269e-05
49,0.5761495642364025,0.19511620700359344,0.561842292547226,7.189542380645448e-05
50,0.5435451902449131,0.19218326040676662,0.5613507032394409,7.168815411823701e-05
51,0.5860177017748356,0.1900054876293455,0.5623189508914948,7.147450601205614e-05
52,0.6162083111703396,0.1873404766832079,0.5558545291423798,7.125451934782692e-05
53,0.5669943019747734,0.18457731817449843,0.5519999563694,7.102823516803691e-05
54,0.5470684170722961,0.1821155377796718,0.5551438927650452,7.079569569008906e-05
55,0.5398728586733341,0.17967332686696733,0.5554859340190887,7.055694429842517e-05
56,0.6160789951682091,0.17771319832120622,0.5566903650760651,7.031202553643184e-05
57,0.606830932199955,0.17519573867321014,0.5511528253555298,7.006098509813001e-05
58,0.5608624629676342,0.17250029955591475,0.5451716184616089,6.980386981964999e-05
59,0.5831423252820969,0.17035790639264242,0.5429458320140839,6.954072767049332e-05
60,0.5627458021044731,0.1684927727494921,0.5431078672409058,6.927160774458313e-05
61,0.573124036192894,0.16663013398647308,0.5386839807033539,6.899656025110487e-05
62,0.5674924962222576,0.16492284834384918,0.5329413414001465,6.871563650513879e-05
63,0.58342345058918,0.16291810785021102,0.532232791185379,6.84288889180863e-05
64,0.5420863926410675,0.16115670331886836,0.5321198403835297,6.813637098789157e-05
65,0.526233334094286,0.15957430643694742,0.5287205278873444,6.783813728906053e-05
