epoch,train_loss,validation_loss,feature_std,lr,train_fcmae,train_cross
0,1.304928332567215,0.45559564232826233,0.4513990730047226,1.875e-05,0.5091339163482189,0.7957944348454475
1,1.3260629177093506,0.45128145813941956,0.4505089521408081,2.8125e-05,0.517349373549223,0.8087135329842567
2,1.250355288386345,0.44770359992980957,0.44070303440093994,3.75e-05,0.48473285138607025,0.7656224370002747
3,1.3275441825389862,0.446003794670105,0.43425600230693817,4.6874999999999994e-05,0.5234975665807724,0.8040466234087944
4,1.2693132758140564,0.44555342197418213,0.4345531463623047,5.625e-05,0.4970637708902359,0.7722494900226593
5,1.2953940331935883,0.44440993666648865,0.4211411476135254,6.5625e-05,0.5110382810235023,0.7843557596206665
6,1.2610664367675781,0.44341474771499634,0.42455384135246277,7.5e-05,0.49202820286154747,0.7690382227301598
7,1.2236143499612808,0.44235363602638245,0.42509542405605316,7.5e-05,0.4735492765903473,0.7500650659203529
8,1.3350512385368347,0.44109243154525757,0.4176902174949646,7.497813833873152e-05,0.5310902819037437,0.8039609640836716
9,1.2844382226467133,0.44011762738227844,0.4200727045536041,7.491257884464522e-05,0.505949579179287,0.7784886434674263
10,1.3070921748876572,0.43982475996017456,0.4264086037874222,7.480339795717854e-05,0.5160478875041008,0.7910442799329758
11,1.3241021484136581,0.43910473585128784,0.4239402562379837,7.46507229763624e-05,0.5282443091273308,0.7958578318357468
12,1.313143253326416,0.43859392404556274,0.4209344834089279,7.445473191439487e-05,0.5206969007849693,0.7924463525414467
13,1.3335302770137787,0.43813490867614746,0.42422816157341003,7.421565328808711e-05,0.5309195294976234,0.8026107549667358
14,1.314292088150978,0.43767479062080383,0.4273380637168884,7.393376585242279e-05,0.521230086684227,0.7930620089173317
15,1.2538096755743027,0.43671727180480957,0.42707401514053345,7.360939827554248e-05,0.4902988374233246,0.7635108530521393
16,1.2329119890928268,0.43597251176834106,0.42756764590740204,7.324292875553102e-05,0.4794946238398552,0.7534173727035522
