epoch,train_loss,validation_loss,feature_std,lr,train_fcmae,train_cross
0,1.2778416275978088,0.477999210357666,0.4510091245174408,1.875e-05,0.4950742982327938,0.7827673181891441
1,1.2833245992660522,0.4734802544116974,0.44917233288288116,2.8125e-05,0.4986548125743866,0.784669779241085
2,1.2805695980787277,0.4694727957248688,0.43760162591934204,3.75e-05,0.5001089908182621,0.7804606184363365
3,1.29668290913105,0.4675776958465576,0.4344899356365204,4.6874999999999994e-05,0.5100022926926613,0.7866806089878082
4,1.3400660753250122,0.46740081906318665,0.4300985783338547,5.625e-05,0.5335983820259571,0.8064676895737648
5,1.2822595685720444,0.466086208820343,0.4191671162843704,6.5625e-05,0.5045006796717644,0.7777589112520218
6,1.3232524245977402,0.4651341140270233,0.4230034649372101,7.5e-05,0.5251266732811928,0.7981257438659668
7,1.3710312098264694,0.46458926796913147,0.4239876717329025,7.5e-05,0.5480672419071198,0.8229639455676079
8,1.269379511475563,0.46349960565567017,0.41756412386894226,7.497813833873152e-05,0.501390989869833,0.7679885402321815
9,1.3039077371358871,0.46300193667411804,0.41923660039901733,7.491257884464522e-05,0.5147157721221447,0.7891919985413551
10,1.3310538232326508,0.4624074697494507,0.42178763449192047,7.480339795717854e-05,0.5301892310380936,0.8008645847439766
11,1.255629613995552,0.46170443296432495,0.42437276244163513,7.46507229763624e-05,0.4939436800777912,0.7616859525442123
12,1.3309212774038315,0.46075671911239624,0.42558418214321136,7.445473191439487e-05,0.5283664837479591,0.8025547787547112
13,1.2260244935750961,0.4602053761482239,0.4244588762521744,7.421565328808711e-05,0.4760059602558613,0.7500185146927834
14,1.2103384882211685,0.45974037051200867,0.4216730445623398,7.393376585242279e-05,0.46846071258187294,0.7418777719140053
15,1.2422184646129608,0.45900899171829224,0.4243668466806412,7.360939827554248e-05,0.4836572930216789,0.7585611790418625
16,1.2569573372602463,0.4581570029258728,0.42930200695991516,7.324292875553102e-05,0.4909536577761173,0.7660036906599998
17,1.2351179271936417,0.45720046758651733,0.4291718304157257,7.283478457945577e-05,0.47963059693574905,0.755487322807312
18,1.2703500539064407,0.45641571283340454,0.42578521370887756,7.238544162516873e-05,0.4981493763625622,0.7722006663680077
19,1.263554111123085,0.4556114673614502,0.42804117500782013,7.189542380645448e-05,0.49723873287439346,0.7663153856992722
20,1.2626927345991135,0.4549170136451721,0.43183091282844543,7.136530246216997e-05,0.49586881324648857,0.7668239176273346
21,1.1997201442718506,0.45443975925445557,0.4314851015806198,7.079569569008906e-05,0.4655873142182827,0.7341328337788582
