epoch,train_loss,validation_loss,train_macro_dice,validation_macro_dice,validation_dice_femur,validation_dice_tibia,validation_dice_patella,validation_dice_fibula,lr,elapsed_seconds
21,0.23906376923239508,0.2949553685528891,0.6032838821411133,0.49833256006240845,0.6780205368995667,0.6640568971633911,0.38122615218162537,0.2700265944004059,4.217827674798845e-05,878.9
22,0.23670118873895601,0.29179368913173676,0.6083804965019226,0.5079506635665894,0.6780639290809631,0.6669957041740417,0.39435282349586487,0.2923901677131653,3.832773180720472e-05,917.6
23,0.23354760713355485,0.2897012989435877,0.613206148147583,0.511803388595581,0.6854415535926819,0.6734735369682312,0.4055967330932617,0.28270161151885986,3.4549150281252616e-05,956.6
24,0.23359693829403366,0.2911608378802027,0.6131758093833923,0.5067916512489319,0.6805631518363953,0.6636292338371277,0.3985297679901123,0.2844444215297699,3.08658283817455e-05,996.3
25,0.23146506901397262,0.29163326216595514,0.6168274879455566,0.5032704472541809,0.6794788241386414,0.673436164855957,0.3900936245918274,0.27007314562797546,2.730047501302265e-05,1035.1
26,0.23029054146866465,0.29065169394016266,0.6184898614883423,0.5091649293899536,0.6841878294944763,0.6747638583183289,0.39976030588150024,0.2779476046562195,2.387507176420255e-05,1074.1
27,0.2283889363671458,0.2890869176813534,0.6236273050308228,0.5094155669212341,0.6825347542762756,0.6706636548042297,0.39537444710731506,0.28908953070640564,2.061073738537634e-05,1112.3
28,0.22548015415668488,0.2878251905952181,0.6285350322723389,0.5114133358001709,0.6826977133750916,0.6693929433822632,0.39418211579322815,0.2993806004524231,1.7527597583490816e-05,1151.3
29,0.22525204683459082,0.2899796324116843,0.6278246641159058,0.509687066078186,0.6858879923820496,0.6729115843772888,0.38014936447143555,0.29979926347732544,1.464466094067262e-05,1190.4
30,0.22414866540321085,0.29134042880364824,0.6301274299621582,0.5058724880218506,0.6826171278953552,0.6723489165306091,0.3885251581668854,0.2799988090991974,1.1979701719998447e-05,1229.3
31,0.2220320989226186,0.28996068984270096,0.634186863899231,0.5052533149719238,0.681470513343811,0.6690718531608582,0.3874569535255432,0.28301411867141724,9.549150281252628e-06,1268.5
