epoch,mean_loss,minimum_dice_femur,minimum_dice_tibia,minimum_dice_patella,minimum_dice_fibula,consecutive_passes,dice_VSD_016_Left_femur,target_voxels_VSD_016_Left_femur,predicted_voxels_VSD_016_Left_femur,maximum_probability_VSD_016_Left_femur,mean_target_probability_VSD_016_Left_femur,dice_VSD_016_Left_tibia,target_voxels_VSD_016_Left_tibia,predicted_voxels_VSD_016_Left_tibia,maximum_probability_VSD_016_Left_tibia,mean_target_probability_VSD_016_Left_tibia,dice_VSD_016_Left_patella,target_voxels_VSD_016_Left_patella,predicted_voxels_VSD_016_Left_patella,maximum_probability_VSD_016_Left_patella,mean_target_probability_VSD_016_Left_patella,dice_VSD_016_Left_fibula,target_voxels_VSD_016_Left_fibula,predicted_voxels_VSD_016_Left_fibula,maximum_probability_VSD_016_Left_fibula,mean_target_probability_VSD_016_Left_fibula,dice_Case14_PartRight_femur,target_voxels_Case14_PartRight_femur,predicted_voxels_Case14_PartRight_femur,maximum_probability_Case14_PartRight_femur,mean_target_probability_Case14_PartRight_femur,dice_Case14_PartRight_tibia,target_voxels_Case14_PartRight_tibia,predicted_voxels_Case14_PartRight_tibia,maximum_probability_Case14_PartRight_tibia,mean_target_probability_Case14_PartRight_tibia,dice_Case14_PartRight_patella,target_voxels_Case14_PartRight_patella,predicted_voxels_Case14_PartRight_patella,maximum_probability_Case14_PartRight_patella,mean_target_probability_Case14_PartRight_patella,dice_Case14_PartRight_fibula,target_voxels_Case14_PartRight_fibula,predicted_voxels_Case14_PartRight_fibula,maximum_probability_Case14_PartRight_fibula,mean_target_probability_Case14_PartRight_fibula
100,0.3195067048072815,0.856238842010498,0.8152244091033936,0.24855902791023254,0.30797427892684937,0,0.856238842010498,394926,504246,0.9992979764938354,0.9528546333312988,0.8152244091033936,298939,341952,0.9996079802513123,0.835900068283081,0.24855902791023254,35620,250992,0.9999920129776001,0.9996171593666077,0.30797427892684937,28983,97047,0.9956842660903931,0.6306732892990112,0.8722476959228516,365441,453824,0.9993005990982056,0.9521821141242981,0.8491143584251404,387588,455799,0.9997263550758362,0.8779821395874023,0.3655836582183838,28935,129327,0.9999992847442627,0.9955649375915527,0.4566657543182373,48958,163149,0.9999051094055176,0.9677104353904724
110,0.2843315303325653,0.857584536075592,0.7922472953796387,0.4706597328186035,0.5277594327926636,0,0.857584536075592,394926,513269,0.9998444318771362,0.97130286693573,0.81121826171875,298939,428981,0.9999581575393677,0.9642893075942993,0.4706597328186035,35620,115742,0.9992684721946716,0.9872221350669861,0.5506991744041443,28983,72419,0.9994738698005676,0.9055850505828857,0.8623215556144714,365441,473652,0.9997718930244446,0.9765586256980896,0.7922472953796387,387588,584303,0.9999241828918457,0.9706518054008484,0.6354271769523621,28935,62125,0.9996002316474915,0.9834964275360107,0.5277594327926636,48958,135880,0.9999939203262329,0.9750358462333679
120,0.24509213119745255,0.9056816697120667,0.8652338981628418,0.4098822772502899,0.5600486993789673,0,0.9056816697120667,394926,459542,0.9997296929359436,0.9561044573783875,0.8698635101318359,298939,362505,0.9997699856758118,0.925656259059906,0.4098822772502899,35620,138186,0.9999997615814209,0.9999028444290161,0.5600486993789673,28983,74483,0.9999915361404419,0.9883495569229126,0.9218995571136475,365441,415835,0.9997419714927673,0.9603023529052734,0.8652338981628418,387588,482334,0.9997710585594177,0.9265981316566467,0.5460464358329773,28935,77045,0.9999998807907104,0.9991812109947205,0.592019259929657,48958,116415,1.0,0.9947047829627991
130,0.23098816722631454,0.905616283416748,0.7697528600692749,0.5430209040641785,0.7098925113677979,0,0.905616283416748,394926,443301,0.999416708946228,0.9350738525390625,0.7900700569152832,298939,454179,0.9999896287918091,0.9825617671012878,0.5430209040641785,35620,95572,0.999998927116394,0.9996354579925537,0.7462028861045837,28983,39556,0.9981842637062073,0.8283408880233765,0.9121586084365845,365441,414294,0.9991533756256104,0.9479652047157288,0.7697528600692749,387588,617215,0.9999831914901733,0.9854444265365601,0.5669805407524109,28935,73132,0.9999992847442627,0.9989556074142456,0.7098925113677979,48958,86316,0.9999960660934448,0.9424595832824707
140,0.2054925635457039,0.8850443959236145,0.8273004293441772,0.7142627835273743,0.4584720730781555,0,0.8850443959236145,394926,489572,0.9998754262924194,0.9763652086257935,0.8336535692214966,298939,404665,0.9999406337738037,0.9600811004638672,0.7142627835273743,35620,64038,0.9999445676803589,0.9912320971488953,0.4584720730781555,28983,97450,0.9999974966049194,0.9972062706947327,0.8870786428451538,365441,452367,0.9997537732124329,0.979579746723175,0.8273004293441772,387588,541598,0.999901294708252,0.9679180979728699,0.7431449294090271,28935,48708,0.9999898672103882,0.9860227108001709,0.5081855058670044,48958,143700,1.0,0.9975268840789795
150,0.16171109676361084,0.8855424523353577,0.8341562747955322,0.8533357977867126,0.7071352601051331,0,0.8903483152389526,394926,484103,0.9999496936798096,0.978935956954956,0.8428280353546143,298939,399379,0.9999860525131226,0.966620922088623,0.8708404302597046,35620,29230,0.9998934268951416,0.7755991816520691,0.7071352601051331,28983,52990,0.9999940395355225,0.9917354583740234,0.8855424523353577,365441,453142,0.9998683929443359,0.9795060753822327,0.8341562747955322,387588,533086,0.9999781847000122,0.9734093546867371,0.8533357977867126,28935,36282,0.9999954700469971,0.9476287364959717,0.7433314919471741,48958,82593,1.0,0.9897964000701904
160,0.1438446193933487,0.9227104187011719,0.7729084491729736,0.8239142298698425,0.8305740356445312,0,0.9323341250419617,394926,438522,0.999744713306427,0.9629939198493958,0.7770826816558838,298939,468848,0.9999991655349731,0.992131769657135,0.8239142298698425,35620,50287,0.9999961853027344,0.9832558631896973,0.8476699590682983,28983,37583,0.9999961853027344,0.9511101245880127,0.9227104187011719,365441,412387,0.9997313618659973,0.9635439515113831,0.7729084491729736,387588,613625,0.9999980926513672,0.9926362633705139,0.8434980511665344,28935,39160,0.9999988079071045,0.9775881171226501,0.8305740356445312,48958,67075,1.0,0.9663967490196228
170,0.1387152150273323,0.8784835338592529,0.8211828470230103,0.720170259475708,0.6748202443122864,0,0.8784835338592529,394926,503479,0.9999600648880005,0.9920768141746521,0.8370254635810852,298939,411945,0.9999953508377075,0.9835692048072815,0.8061569333076477,35620,52606,0.9999997615814209,0.9927524924278259,0.7227644324302673,28983,50830,0.9999998807907104,0.9904329776763916,0.8821541666984558,365441,461020,0.9999208450317383,0.9894904494285583,0.8211828470230103,387588,551964,0.9999898672103882,0.9841619729995728,0.720170259475708,28935,51421,1.0,0.999024510383606,0.6748202443122864,48958,96091,1.0,0.9980389475822449
180,0.10490790009498596,0.9210333228111267,0.8946486711502075,0.8174461722373962,0.8766118884086609,0,0.9303127527236938,394926,448040,0.9999245405197144,0.9778675436973572,0.8991077542304993,298939,342924,0.9999812841415405,0.9430993795394897,0.8174461722373962,35620,51505,1.0,0.9970627427101135,0.9306044578552246,28983,29551,0.9999995231628418,0.9091694355010986,0.9210333228111267,365441,420055,0.9999141693115234,0.9767060279846191,0.8946486711502075,387588,455657,0.9999650716781616,0.9493793845176697,0.8265055418014526,28935,41073,1.0,0.9957535266876221,0.8766118884086609,48958,60696,1.0,0.9650605916976929
190,0.11867228895425797,0.9355330467224121,0.8628754615783691,0.7730523347854614,0.86467444896698,0,0.9451396465301514,394926,419250,0.9997783303260803,0.9567509293556213,0.8674329519271851,298939,385077,0.9999933242797852,0.978133499622345,0.7730523347854614,35620,56529,1.0,0.9980868101119995,0.9069425463676453,28983,30174,0.9999998807907104,0.9044062495231628,0.9355330467224121,365441,394716,0.9997900128364563,0.9581857919692993,0.8628754615783691,387588,503857,0.9999872446060181,0.978579044342041,0.9121742248535156,28935,33689,1.0,0.9709407687187195,0.86467444896698,48958,61472,1.0,0.9620400667190552
200,0.08898318186402321,0.9292471408843994,0.8796878457069397,0.9059063196182251,0.8635505437850952,0,0.9381360411643982,394926,439211,0.9998811483383179,0.9770284295082092,0.8890654444694519,298939,368175,0.9999963045120239,0.9766817092895508,0.9059063196182251,35620,41856,1.0,0.9748151898384094,0.925449788570404,28983,32935,1.0,0.9666348695755005,0.9292471408843994,365441,410966,0.9998821020126343,0.9749694466590881,0.8796878457069397,387588,485283,0.9999903440475464,0.9765567183494568,0.9071387052536011,28935,34396,1.0,0.9812908172607422,0.8635505437850952,48958,63853,1.0,0.9852972030639648
210,0.07984708249568939,0.9299688339233398,0.8915789127349854,0.9118334650993347,0.8829934000968933,0,0.9398713707923889,394926,438654,0.9998829364776611,0.9791150689125061,0.9013929963111877,298939,358783,0.9999959468841553,0.9765055775642395,0.9118334650993347,35620,41813,1.0,0.9829359650611877,0.9291321039199829,28983,33062,1.0,0.9771226048469543,0.9299688339233398,365441,413241,0.9998761415481567,0.9797574281692505,0.8915789127349854,387588,472457,0.9999887943267822,0.9752141833305359,0.9262730479240417,28935,33159,1.0,0.9819888472557068,0.8829934000968933,48958,61258,1.0,0.9836024045944214
220,0.07956637814640999,0.9296815991401672,0.891791820526123,0.8949230909347534,0.8497576713562012,0,0.9362859725952148,394926,443728,0.9998477697372437,0.9832471013069153,0.9038127064704895,298939,358892,0.9999940395355225,0.9804843068122864,0.8949230909347534,35620,43779,1.0,0.9921759963035583,0.8637034296989441,28983,38128,1.0,0.9971404075622559,0.9296815991401672,365441,415265,0.9998506307601929,0.9829476475715637,0.891791820526123,387588,474149,0.9999860525131226,0.9787026047706604,0.9199394583702087,28935,33830,1.0,0.9884210824966431,0.8497576713562012,48958,66176,1.0,0.9952987432479858
230,0.08065040409564972,0.9341966509819031,0.9060881733894348,0.9315863251686096,0.8657341003417969,0,0.940667986869812,394926,438435,0.9998550415039062,0.9814396500587463,0.917697548866272,298939,344262,0.9999856948852539,0.9703657031059265,0.9315863251686096,35620,39175,1.0,0.9684961438179016,0.9474161267280579,28983,30579,1.0,0.9546652436256409,0.9341966509819031,365441,409717,0.9998291730880737,0.9801411032676697,0.9060881733894348,387588,455820,0.9999707937240601,0.9700751900672913,0.9436687231063843,28935,31440,1.0,0.9707446098327637,0.8657341003417969,48958,63781,1.0,0.9899890422821045
240,0.0772685781121254,0.933742344379425,0.9090699553489685,0.9353302717208862,0.8821212649345398,0,0.9405660033226013,394926,439714,0.9999058246612549,0.9836054444313049,0.9192641973495483,298939,344134,0.9999868869781494,0.9734676480293274,0.9441973567008972,35620,37011,1.0,0.9518430233001709,0.9140862822532654,28983,34348,1.0,0.9901883006095886,0.933742344379425,365441,411677,0.9998884201049805,0.9829397797584534,0.9090699553489685,387588,454114,0.999969482421875,0.9726634621620178,0.9353302717208862,28935,31959,1.0,0.9726941585540771,0.8821212649345398,48958,61732,1.0,0.9899923801422119
250,0.06850719079375267,0.9411727786064148,0.9129023551940918,0.9373985528945923,0.9066283106803894,1,0.9461711049079895,394926,432715,0.9999130964279175,0.9808592200279236,0.9237039685249329,298939,340688,0.9999865293502808,0.9732241630554199,0.9373985528945923,35620,38931,1.0,0.9718599915504456,0.9559684991836548,28983,28703,1.0,0.9337479472160339,0.9411727786064148,365441,402996,0.9999016523361206,0.9790293574333191,0.9129023551940918,387588,451126,0.9999682903289795,0.9738709330558777,0.9478759169578552,28935,31421,1.0,0.9749311208724976,0.9066283106803894,48958,58098,1.0,0.9803802371025085
260,0.06570063158869743,0.9391191005706787,0.9084100127220154,0.9330310821533203,0.9047295451164246,2,0.9431830644607544,394926,437220,0.9999325275421143,0.9843563437461853,0.9203649759292603,298939,345840,0.9999861717224121,0.9798691272735596,0.9330310821533203,35620,39818,1.0,0.9798098802566528,0.9544286131858826,28983,30923,1.0,0.9686048626899719,0.9391191005706787,365441,406755,0.9999264478683472,0.9826356172561646,0.9084100127220154,387588,458072,0.9999679327011108,0.9793853163719177,0.9479736089706421,28935,31592,1.0,0.9790806174278259,0.9047295451164246,48958,58515,1.0,0.9834315180778503
