subject_id,arm,test_fold,cohort,dice_femur,assd_mm_femur,hd95_mm_femur,empty_prediction_femur,false_bridge_femur,dice_tibia,assd_mm_tibia,hd95_mm_tibia,empty_prediction_tibia,false_bridge_tibia,dice_patella,assd_mm_patella,hd95_mm_patella,empty_prediction_patella,false_bridge_patella,dice_fibula,assd_mm_fibula,hd95_mm_fibula,empty_prediction_fibula,false_bridge_fibula,dice_macro,assd_mm_macro
VSD_z009,plain_unet_style,3,healthy,0.6273456364029195,8.415403325755076,22.058487497289768,0.0,0.0,0.6930330619013761,6.756224479716568,17.472071891864395,0.0,0.0,0.1934335329562713,23.28116196180983,67.60229163258433,0.0,0.0,0.04186554454169425,36.51723889505392,67.76798824902394,0.0,0.0,0.3889194439505653,18.74250716558385
VSD_z009,residual_relu_style,3,healthy,0.6440450629895758,7.3122773808567905,18.636764559997864,0.0,0.0,0.6671635340863322,7.293129612500631,18.715583674304256,0.0,0.0,0.2148638295835807,10.396340627393554,22.68519783140889,0.0,0.0,0.0,33.084073374408206,54.06358509604823,0.0,0.0,0.3815181066648722,14.521455248789795
VSD_z009,residual_vnet_style,3,healthy,0.6409304681434194,7.647017222895738,19.600783440316697,0.0,0.0,0.6467669976170698,7.931985468067902,19.457778183927708,0.0,0.0,0.1813375355893319,10.750389243478917,23.787712747334517,0.0,0.0,0.0083333333333333,31.38862110304081,56.81766811828037,0.0,0.0,0.3693420836707886,14.429503259370843
VSD_z023,plain_prelu_style,2,healthy,0.462398581941015,11.99148483706077,28.906485861898695,0.0,0.0,0.5340433031439682,10.610618966247216,25.63255777308831,0.0,0.0,0.18487365543467293,19.24691795773863,41.49845987595501,0.0,0.0,0.08219836887270116,24.06574869734995,54.82636249306758,0.0,0.0,0.3158784773480894,16.478692614599144
VSD_z023,plain_unet_style,2,healthy,0.46149055539515604,12.137465781249047,28.978019674377556,0.0,0.0,0.5340281041481476,10.60930607233852,24.76974914288834,0.0,0.0,0.19075490621678665,19.900231863338107,45.27302637534749,0.0,0.0,0.0812637546732745,25.723420184831248,55.0111953289846,0.0,0.0,0.3168843301083412,17.092605975439234
VSD_z023,residual_relu_style,2,healthy,0.5082540028845884,10.042693411449914,24.66379266415859,0.0,0.0,0.4955614917557866,11.806071466711952,29.66382565775872,0.0,0.0,0.1326064394526823,177.40913428399338,182.33267563622204,0.5,0.0,0.14696407976406037,20.1818879484756,51.73087104412765,0.0,0.0,0.3208465034642794,54.85994677765771
VSD_z023,residual_vnet_style,2,healthy,0.4901311277079104,10.631747787261656,25.839892872982972,0.0,0.0,0.5061804780637865,11.240458204753697,28.204545553725517,0.0,0.0,0.12422782149539895,177.5751217915482,182.64496042375848,0.5,0.0,0.1508286250760168,20.05709180443612,50.305683818842176,0.0,0.0,0.3178420130857782,54.87610489699993
VSD_z027,plain_prelu_style,0,healthy,0.6888743605617458,6.783812289731445,14.637483564146635,0.0,0.0,0.6079114908862497,8.33902386477973,20.019583244292463,0.0,0.0,0.4702309786753226,7.125445437243386,15.357394219922131,0.0,0.0,0.16727302650225606,20.809923414310497,47.85952977863906,0.0,0.0,0.48357246415639354,10.764551251516263
VSD_z027,plain_unet_style,0,healthy,0.6813438562445773,6.96581023241028,14.007188396049376,0.0,0.0,0.6470674158872842,7.494310070798693,20.04211684540048,0.0,0.0,0.4333756611813413,7.729150040111626,12.12562288234074,0.0,0.0,0.16652691362601235,20.56369852388193,45.26582497262453,0.0,0.0,0.4820784617348038,10.688242216800631
VSD_z027,residual_relu_style,0,healthy,0.7448284838739444,5.120038135550954,12.069253237968711,0.0,0.0,0.6659053888731069,6.888513598456166,17.83800918251891,0.0,0.0,0.5700705724209552,5.088837595443303,10.301394313927505,0.0,0.0,0.3325445847864742,12.144517936735589,34.41429222204789,0.0,0.0,0.5783372574886201,7.310476816546503
VSD_z027,residual_vnet_style,0,healthy,0.7311783651963872,5.446350505561976,12.717323900821892,0.0,0.0,0.6515720520907723,7.25577740687331,18.566967826116063,0.0,0.0,0.5573838982789986,5.366792942838711,10.623785048586662,0.0,0.0,0.30596074222172176,13.655307735217512,36.761348916893645,0.0,0.0,0.5615237644469699,7.9310571476228775
VSD_z035,plain_prelu_style,2,healthy,0.6174586391570926,8.2166539147644,16.46057113586774,0.0,0.0,0.5766854753987812,9.107377974921679,16.15695123099959,0.0,0.0,0.3136086582923715,11.157086668823883,26.48451564883996,0.0,0.0,0.101981905248845,30.92719241999081,71.61767462515537,0.0,0.0,0.4024336695242726,14.852077744625191
VSD_z035,plain_unet_style,2,healthy,0.6393659902094815,7.648802904535614,15.651831668257525,0.0,0.0,0.561289561608354,9.52284810550225,16.96912208949803,0.0,0.0,0.3127871528869563,10.717419535112706,24.057412052005176,0.0,0.0,0.10319910493831795,29.466836845293578,68.81298411237316,0.0,0.0,0.40416045241077736,14.338976847611038
VSD_z035,residual_relu_style,2,healthy,0.654031385775075,7.189640176901278,14.65607015599507,0.0,0.0,0.5978393049989765,8.39078979894133,16.053712045161177,0.0,0.0,0.29490494838051784,7.57555407981879,15.828089140681879,0.0,0.0,0.0888101114529754,20.811637052307397,52.15805928471172,0.0,0.0,0.4088964376518862,10.9919052769922
VSD_z035,residual_vnet_style,2,healthy,0.6363349052342125,7.676747997986775,15.739733239085052,0.0,0.0,0.5813024541624561,8.834332274246103,17.053697449663357,0.0,0.0,0.3241155780446734,7.277630446984909,15.108534423127274,0.0,0.0,0.088809943086504,21.07060244650399,52.41101506809036,0.0,0.0,0.40764072013196145,11.214828291430443
VSD_z036,plain_prelu_style,1,healthy,0.5499963466732671,10.923979647389904,29.251150042964614,0.0,0.0,0.5814268685210877,9.794544282794382,24.525488132428737,0.0,0.0,0.02617062155845185,29.09239641987088,75.92897654727423,0.0,0.0,0.0527638454321997,42.85328762916224,71.34164931374048,0.0,0.0,0.3025894205462516,23.16605199480435
VSD_z036,plain_unet_style,1,healthy,0.5670760427726051,10.420477478412504,26.702599842930848,0.0,0.0,0.5701470285010071,9.9368568129888,25.256347294868313,0.0,0.0,0.04462703054487535,28.061287330296846,55.20827918134496,0.0,0.0,0.05495444838240635,41.0075195995351,68.91974398458544,0.0,0.0,0.30920113755022344,22.35653530530832
VSD_z036,residual_relu_style,1,healthy,0.548057267092672,10.800907305891936,27.259304897526203,0.0,0.0,0.5486952275590771,10.290769070091397,24.8960421295197,0.0,0.0,0.1088289236830486,23.35250032810748,47.070703968299696,0.0,0.0,0.0791144727146634,39.93594659325107,59.19063048928618,0.0,0.0,0.32117397276236526,21.095030824335474
VSD_z036,residual_vnet_style,1,healthy,0.5303657386660325,10.84005945879035,27.95823512460947,0.0,0.0,0.545425098641096,10.073222341323051,23.845568664158982,0.0,0.0,0.1085810608116795,23.664434780407866,47.90787592727442,0.0,0.0,0.07842691233524154,39.865181225608104,60.5750374974892,0.0,0.0,0.3156997026135123,21.11072445153234
VSD_z042,plain_prelu_style,2,healthy,0.613933357009687,8.252491022311148,16.663513917074756,0.0,0.0,0.5833959244786535,8.825690953963324,17.805138095439347,0.0,0.0,0.3070091359142141,10.599378337379527,20.384994824442277,0.0,0.0,0.10466552296763496,21.262615426033648,44.402790975511934,0.0,0.0,0.4022509850925474,12.235043934921915
VSD_z042,plain_unet_style,2,healthy,0.6367194021858336,7.603668327078337,15.625737581052459,0.0,0.0,0.5879424593011879,8.700146592941735,18.083232751392707,0.0,0.0,0.3391026619298021,9.72858137535987,19.014124242093025,0.0,0.0,0.1106909724197418,20.47924483885128,41.21027723347643,0.0,0.0,0.41861387395914135,11.627910283557807
VSD_z042,residual_relu_style,2,healthy,0.6281499157159616,7.749997985801819,16.43335427252444,0.0,0.0,0.6457403107953446,7.00572223524425,13.513509115620815,0.0,0.0,0.4339834256779535,7.276823487118352,17.379976775319633,0.0,0.0,0.22706166354706525,11.567319864931484,25.99597893270061,0.0,0.0,0.48373382893408123,8.399965893273976
VSD_z042,residual_vnet_style,2,healthy,0.6083766476535138,8.316775430896216,17.136625087271465,0.0,0.0,0.6258539507317709,7.55630390395535,14.908239627707118,0.0,0.0,0.4104409913826473,7.763282182300154,17.55363331302865,0.0,0.0,0.22975148327432535,11.320485803508848,25.264564339231605,0.0,0.0,0.4686057682605644,8.739211830165143
VSD_z046,plain_prelu_style,0,healthy,0.6017655025657394,9.280947786822004,20.752444478837077,0.0,0.0,0.6244865864856459,8.505548092296582,22.42891955539306,0.0,0.0,0.4077815441713407,8.145931358679011,21.814851919114517,0.0,0.0,0.08642749460433374,28.77534265193434,61.36688399943873,0.0,0.0,0.43011528195676496,13.676942472432984
VSD_z046,plain_unet_style,0,healthy,0.6150760764304115,8.737722241846706,19.95421701266725,0.0,0.0,0.6507080005969486,7.940295811514172,23.642433043316196,0.0,0.0,0.3332447990448345,8.273726488003959,17.926210668191615,0.0,0.0,0.09503033700670414,27.045260726012067,54.575272044439004,0.0,0.0,0.42351480326972457,12.999251316844225
VSD_z046,residual_relu_style,0,healthy,0.6262189041956545,8.160288418185996,19.64738324712206,0.0,0.0,0.6618674943544238,7.713158086995332,23.522581349449254,0.0,0.0,0.49438363274739383,5.3563572220667925,13.819046831863371,0.0,0.0,0.16535228040829253,17.557239938349177,37.42687653811113,0.0,0.0,0.4869555779264412,9.696760916399324
VSD_z046,residual_vnet_style,0,healthy,0.6203298739973471,8.258224688843068,19.83745576607769,0.0,0.0,0.6519336809062013,7.922243345335426,23.606239021810502,0.0,0.0,0.4404496312912979,5.935039239214813,14.926099161321261,0.0,0.0,0.1636568815443653,17.752628726869695,37.90453484174559,0.0,0.0,0.4690925169348029,9.967034000065752
VSD_z049,plain_prelu_style,3,healthy,0.6528354977278665,7.702719940245281,17.552528931572233,0.0,0.0,0.6586910858791173,7.497685038545728,15.190642761835045,0.0,0.0,0.37184193897697526,9.835026963521521,24.297615504694683,0.0,0.0,0.14193849572922415,22.51350458300388,45.49821056157808,0.0,0.0,0.45632675457829575,11.887234131329105
VSD_z049,plain_unet_style,3,healthy,0.6600686787380099,7.568494053163017,15.987590667860454,0.0,0.0,0.6584115852821627,7.617874815885749,15.225014294071968,0.0,0.0,0.3661792961597896,9.829294057227667,23.114238354185403,0.0,0.0,0.1256916126609901,24.652524001773962,49.20026918550122,0.0,0.0,0.45258779321023807,12.4170467320126
VSD_z049,residual_relu_style,3,healthy,0.6849554330790784,6.669284425135387,16.215287962672836,0.0,0.0,0.6429210834517709,7.792333975417982,16.074528974370825,0.0,0.0,0.5355049353511228,5.471944828289189,12.95034427440315,0.0,0.0,0.26899470226504096,12.435552766775984,26.405573346906856,0.0,0.0,0.5330940385367533,8.092278998904636
VSD_z049,residual_vnet_style,3,healthy,0.642725271693873,8.039243300226596,18.832479082121488,0.0,0.0,0.6280918294697846,8.25034302677802,16.67792822417838,0.0,0.0,0.4843099163946154,6.43054737097838,15.68014162153478,0.0,0.0,0.25426210132976873,13.082432961543443,26.83988131142572,0.0,0.0,0.5023472797220104,8.950641664881612
VSD_z055,plain_prelu_style,2,healthy,0.6469110156478843,8.32636838842096,19.42123323043102,0.0,0.0,0.6299143093143559,8.29426747150594,19.006435614015164,0.0,0.0,0.5013096434319495,6.944153440784129,20.718805264938545,0.0,0.0,0.1495401857750929,21.227610564268993,46.601468052095,0.0,0.0,0.4819187885423206,11.198099966245007
VSD_z055,plain_unet_style,2,healthy,0.6087890156746274,9.460863108019499,20.303183028775656,0.0,0.0,0.6436525241146032,7.935220002305165,17.987621904525522,0.0,0.0,0.4131333239917101,8.161279960299405,18.35965785007934,0.0,0.0,0.1490815245589032,21.78555144729265,47.747855035215736,0.0,0.0,0.4536640970849609,11.83572862947918
VSD_z055,residual_relu_style,2,healthy,0.692576536946034,6.851443948449211,15.563063938053425,0.0,0.0,0.64754950378903,7.841999764304424,16.97488393934644,0.0,0.0,0.40069692090676684,7.589537454700698,20.08196015832513,0.0,0.0,0.23922702497479303,13.208845225468053,35.033045950268395,0.0,0.0,0.495012496654156,8.872956598230598
VSD_z055,residual_vnet_style,2,healthy,0.6876767163673569,6.9472365889009575,15.898548629976702,0.0,0.0,0.6327990687988245,8.307648556213227,17.65630357372124,0.0,0.0,0.36032270869307903,7.8677642919611355,19.902992285364228,0.0,0.0,0.23687942049954805,13.697442935093374,35.55855835723777,0.0,0.0,0.47941947858970213,9.205023093042174
VSD_z056,plain_prelu_style,0,healthy,0.7382079422459286,6.21153201759021,16.599390611666223,0.0,0.0,0.7309478027680612,5.949990553464392,14.01418035886367,0.0,0.0,0.6520900148586344,4.411777648278434,9.812932724889986,0.0,0.0,0.13372324873769725,21.504857673371205,45.90647415597256,0.0,0.0,0.5637422521525803,9.519539473176062
VSD_z056,plain_unet_style,0,healthy,0.7600767026129858,5.527461394410576,13.630374942834635,0.0,0.0,0.7530620921135645,5.456621739751275,12.230275949335972,0.0,0.0,0.5736715383181211,5.826348136330434,11.7489576744587,0.0,0.0,0.15791035553404695,19.818565359288463,40.454937620117065,0.0,0.0,0.5611801721446796,9.157249157445186
VSD_z056,residual_relu_style,0,healthy,0.7500121133846172,5.720000038324629,16.166626940487063,0.0,0.0,0.7629899210526268,4.90363650668584,11.061648852842325,0.0,0.0,0.7038010675068648,3.281351046067557,8.224678830386827,0.0,0.0,0.24720902465530786,11.701440877317962,24.891077651201094,0.0,0.0,0.6160030316498541,6.401607117098996
VSD_z056,residual_vnet_style,0,healthy,0.7442536455279153,5.84060722779584,16.494000992374556,0.0,0.0,0.7567920046344768,5.11813875390722,11.459212813259388,0.0,0.0,0.6880121860309536,3.586931768707993,8.812585851000405,0.0,0.0,0.23815275692737894,11.806974464442309,24.713645902432567,0.0,0.0,0.6068026482801812,6.58816305371334
VSD_z061,plain_prelu_style,1,healthy,0.6147835639146502,8.68575912164348,23.29390467836382,0.0,0.0,0.6561843567701457,7.324452992762721,20.82196353858244,0.0,0.0,0.41989055040349976,8.194761696272357,16.489532592029853,0.0,0.0,0.14599097182409898,16.628433785475345,28.891572686257053,0.0,0.0,0.4592123607280987,10.208351899038476
VSD_z061,plain_unet_style,1,healthy,0.6485954508567042,7.612975798783518,22.265370677403467,0.0,0.0,0.6671153676015041,7.070006005508642,20.398580622229133,0.0,0.0,0.3746360257274642,9.438716446650318,18.954116530020038,0.0,0.0,0.15739457351147257,15.721323711177437,27.51975777574186,0.0,0.0,0.4619353544242863,9.960755490529978
VSD_z061,residual_relu_style,1,healthy,0.647618733632615,7.833101145454719,23.70791587612995,0.0,0.0,0.7133113074787774,4.822763132197558,11.288487909966328,0.0,0.0,0.4052114462162849,6.01833817926471,13.523990964979916,0.0,0.0,0.16645283677116166,16.157480691768605,31.1079694329281,0.0,0.0,0.48314858102470976,8.707920787171398
VSD_z061,residual_vnet_style,1,healthy,0.6409276058765306,7.729376053577191,21.65497946807082,0.0,0.0,0.6280078618778473,6.251891030275565,14.613438643857162,0.0,0.0,0.5156758928311425,5.445029171159694,14.411874784011161,0.0,0.0,0.16696545545957409,15.948148116913117,32.21969199040504,0.0,0.0,0.4878942040112736,8.84361109298139
VSD_z062,plain_prelu_style,0,healthy,0.6923166354502942,6.9038917078206845,15.297586271886141,0.0,0.0,0.6556048808417896,7.531695326272841,18.744568916062875,0.0,0.0,0.500177140906564,6.540177775499437,13.855992792230435,0.0,0.0,0.12620287445357337,21.888239515038926,48.53492886964401,0.0,0.0,0.49357538291305525,10.716001081157971
VSD_z062,plain_unet_style,0,healthy,0.7017319922439796,6.637464901295893,14.159553410670542,0.0,0.0,0.6842753106458417,6.791593093089112,18.575030258677007,0.0,0.0,0.4319897163148756,8.311294952231849,16.213943082078387,0.0,0.0,0.1344704983537821,20.512612110781216,42.25482790835239,0.0,0.0,0.48811687938961973,10.563241264349518
VSD_z062,residual_relu_style,0,healthy,0.717321465126622,6.134636650006765,13.820944896251083,0.0,0.0,0.6991889121972144,6.342626418041876,17.599793790531617,0.0,0.0,0.5328379618669173,5.834591463926185,12.580157521905381,0.0,0.0,0.23559156515509355,10.529833303190586,20.861631220516593,0.0,0.0,0.5462349760864619,7.210421958791352
VSD_z062,residual_vnet_style,0,healthy,0.702335989701359,6.505774240440869,14.165925948280371,0.0,0.0,0.6873824918088318,6.646421727302129,17.762580099314153,0.0,0.0,0.5040546052958924,6.468642072274433,14.012261408550664,0.0,0.0,0.23342714666068726,10.881737722273343,21.01249050343955,0.0,0.0,0.5318000583666926,7.625643940572693
VSD_z063,plain_prelu_style,3,healthy,0.6726219397697142,7.215241738388609,14.483701362248643,0.0,0.0,0.6572854215763435,7.128210996236749,16.434125477139776,0.0,0.0,0.4832043577882495,6.656180301236898,12.0017902310447,0.0,0.0,0.1157392701878813,21.534907747125544,42.136833000505625,0.0,0.0,0.4822127473305472,10.633635195746953
VSD_z063,plain_unet_style,3,healthy,0.6746972887456799,7.168417070785603,14.490028899212035,0.0,0.0,0.6654735409927647,7.000852509553284,16.275520824999735,0.0,0.0,0.49232509290677,6.548361304189188,11.770718104155751,0.0,0.0,0.1021284962475213,23.60408944029744,46.46631727994111,0.0,0.0,0.483656104723184,11.08043008120638
VSD_z063,residual_relu_style,3,healthy,0.7973049363127429,3.912477699644677,9.663528810041392,0.0,0.0,0.6978340899338257,6.278405670059543,16.937096397405313,0.0,0.0,0.5810583327234136,4.814820304411732,9.4962755536663,0.0,0.0,0.1893640291341209,13.555342679461615,23.8761043592752,0.0,0.0,0.5663903470260258,7.140261588394392
VSD_z063,residual_vnet_style,3,healthy,0.7520141625375522,5.036956095600931,11.95082698498309,0.0,0.0,0.6841287893826059,6.627300485627198,17.96875,0.0,0.0,0.5381952154211794,5.530920809930097,10.9375,0.0,0.0,0.1818317239119181,13.91942630417053,24.23134753011066,0.0,0.0,0.539042472813314,7.778650923832188
VSD_z064,plain_prelu_style,1,healthy,0.5509566582272312,12.29043560452882,40.123255119917374,0.0,0.5,0.5732133411844308,9.139754758597121,24.306766420228087,0.0,0.5,0.4432961400369596,7.648926036635072,16.675906229685282,0.0,0.5,0.19646280430862628,17.49893415389177,32.94208085400794,0.0,0.5,0.4409822359393121,11.644512638413197
VSD_z064,plain_unet_style,1,healthy,0.574028748184951,11.639660288091633,40.18170222363231,0.0,0.5,0.5649611885391835,9.212336415020456,24.954805069316617,0.0,0.5,0.43050472707915666,8.286301268948268,18.9890562692966,0.0,0.5,0.20453358887141232,16.69677658762386,31.896024265231283,0.0,0.5,0.44350706316867583,11.458768639921054
VSD_z064,residual_relu_style,1,healthy,0.5675325711135923,11.136283824452745,37.58656029282242,0.0,0.5,0.5343246979125597,8.972074012286873,23.979082282147253,0.0,0.5,0.11787545678055825,11.370628731097577,24.022700161465302,0.0,0.5,0.2540872297871766,15.841988678659803,37.075093642979795,0.0,0.5,0.3684549888984717,11.83024381162425
VSD_z064,residual_vnet_style,1,healthy,0.5675558469226725,10.987667160755729,36.248770084555645,0.0,0.5,0.5586771300726483,8.40797127803397,22.039308180706552,0.0,0.5,0.4355824433722051,6.007729327526808,14.392644399542553,0.0,0.5,0.28459374360281314,14.305442935887807,34.45789835867994,0.0,0.5,0.4616022909925847,9.927202675551078
VSD_z066,plain_prelu_style,3,healthy,0.5971841515770075,8.934257568126004,20.977393259019983,0.0,0.5,0.639308582596983,7.927238611472657,17.959970575215564,0.0,0.0,0.41233502581565545,8.69715059661941,24.26957438558172,0.0,0.0,0.0989780196825449,23.26624853147402,45.314769602583056,0.0,0.0,0.4369514449180477,12.206223826923022
VSD_z066,plain_unet_style,3,healthy,0.6045057861579427,8.74648625576275,20.430268423280477,0.0,0.5,0.6399326966779073,7.94363881372297,18.05606842174328,0.0,0.0,0.42992656090632864,8.43032109190644,24.034833462953024,0.0,0.0,0.08591862371872795,25.659664429910144,49.43167898563717,0.0,0.0,0.4400709168652267,12.695027647825576
VSD_z066,residual_relu_style,3,healthy,0.6299456831747479,7.576786303918598,18.682603140583684,0.0,0.5,0.6540006868630726,7.4137750063758325,17.5990313586762,0.0,0.0,0.4684032799841409,6.97309475469166,19.879439457176606,0.0,0.0,0.12171277283612261,17.606606808272296,36.895248750162516,0.0,0.0,0.46851560571452094,9.892565718314597
VSD_z066,residual_vnet_style,3,healthy,0.5990759109397586,8.61607995794494,21.429601957347952,0.0,0.5,0.6546954647513862,7.391866436739676,17.384587334791064,0.0,0.0,0.4711539863338742,7.2579370406036485,21.426898354197736,0.0,0.0,0.11188210949203975,18.71749211076689,38.618276062482565,0.0,0.0,0.45920186787926465,10.49584388651379
