subject_id,arm,test_fold,cohort,dice_femur,assd_mm_femur,hd95_mm_femur,empty_prediction_femur,false_bridge_femur,dice_tibia,assd_mm_tibia,hd95_mm_tibia,empty_prediction_tibia,false_bridge_tibia,dice_patella,assd_mm_patella,hd95_mm_patella,empty_prediction_patella,false_bridge_patella,dice_fibula,assd_mm_fibula,hd95_mm_fibula,empty_prediction_fibula,false_bridge_fibula,dice_macro,assd_mm_macro
VSD_019,plain_prelu_style,2,healthy,0.6666002606121801,7.658109785779352,20.546647791260163,0.0,0.0,0.6905998325261501,7.001384327993289,19.820520843055498,0.0,0.0,0.3942562184509075,9.325137971268125,22.867818760362873,0.0,0.0,0.18854181295318015,18.057702248383727,38.22410742091483,0.0,0.0,0.48499953113560457,10.510583583356123
VSD_019,plain_unet_style,2,healthy,0.6687115312715939,7.489664741111747,19.817697759468615,0.0,0.0,0.6800505158888874,7.338749719753876,19.808562603267532,0.0,0.0,0.3994595657335205,9.011456612312312,21.544291625142545,0.0,0.0,0.19019424042528266,18.154956249060927,37.1871025095184,0.0,0.0,0.4846039633298211,10.498706830559716
VSD_019,residual_relu_style,2,healthy,0.7170272928916067,6.181271276492316,17.252817578413197,0.0,0.0,0.722802609035591,5.6203529934777965,13.0523587808585,0.0,0.0,0.48076013827922726,6.78420627890612,16.343173694278935,0.0,0.0,0.3700980624719086,8.808922707646307,20.67431912738796,0.0,0.0,0.5726720256695834,6.8486883141306345
VSD_019,residual_vnet_style,2,healthy,0.7064763141207777,6.48811981102176,18.463530712906707,0.0,0.0,0.7173187272889989,5.762350014765889,13.681041698113997,0.0,0.0,0.4777526460966147,7.013475634920316,17.05428334831802,0.0,0.0,0.3677548329860053,8.70167889513257,19.993527451235153,0.0,0.0,0.5673256301230991,6.991406088960134
VSD_023,plain_prelu_style,1,healthy,0.6635205800177804,7.789475012679146,15.84799147039772,0.0,0.0,0.6984465715165162,6.75492506022141,18.36148230052093,0.0,0.0,0.5365174635738933,6.164560830224511,16.361293590206564,0.0,0.0,0.18847303436904328,18.081974153388423,39.18037740354053,0.0,0.0,0.5217394123693083,9.697733764128373
VSD_023,plain_unet_style,1,healthy,0.6819477884999967,7.289236034213882,15.321141676690182,0.0,0.0,0.7110791822760831,6.455397696311477,17.873311642803266,0.0,0.0,0.4911892394279188,7.462485488810797,18.577213404878936,0.0,0.0,0.20945315093095196,15.826702493912805,33.59761377156555,0.0,0.0,0.5234173402837377,9.258455428312239
VSD_023,residual_relu_style,1,healthy,0.6901616280351388,6.945376089129989,15.54816798578074,0.0,0.0,0.7667248571962395,4.783723613104948,12.025878999967347,0.0,0.0,0.5957783669184473,5.067207323286619,14.07469513354742,0.0,0.0,0.31193481245539567,10.393244337760118,21.28714748748591,0.0,0.0,0.5911499161513053,6.797387840820419
VSD_023,residual_vnet_style,1,healthy,0.6978786020662764,6.5534939786794215,13.686789747804273,0.0,0.0,0.75773462370534,4.863257580805637,12.691532346779717,0.0,0.0,0.5057129807641964,7.151059475630648,20.8892205428701,0.0,0.0,0.31766775087249777,10.208162625852824,21.51628227265722,0.0,0.0,0.5697484893520777,7.193993415242133
VSD_z004,plain_prelu_style,1,healthy,0.690393480748196,7.079215702247886,16.591551355685116,0.0,0.0,0.6932049011628207,6.8400908661303,14.952819727118936,0.0,0.0,0.4877213856886823,7.45205298933374,15.78595495122786,0.0,0.0,0.1405881013065261,20.07121265465478,39.85719536496768,0.0,0.0,0.5029769672265563,10.360643053091675
VSD_z004,plain_unet_style,1,healthy,0.7081585698500343,6.568283293252152,15.183802646741032,0.0,0.0,0.6959685728043704,6.817618928967919,15.239079157895555,0.0,0.0,0.41486592082815443,8.969704738241036,17.62883205614544,0.0,0.0,0.1548619150054093,18.01549966690051,36.37184052867436,0.0,0.0,0.49346374462199216,10.092776656840405
VSD_z004,residual_relu_style,1,healthy,0.6980736061351043,6.869944874914953,17.78256290951127,0.0,0.0,0.7418013549568653,5.297848116006611,11.687635869741968,0.0,0.0,0.5064152109316595,6.976335085807335,16.075805675607825,0.0,0.0,0.22648691317972047,12.953356667220955,26.21940927603547,0.0,0.0,0.5431942713008373,8.024371185987462
VSD_z004,residual_vnet_style,1,healthy,0.7205102289465368,6.060865953297635,15.341365559677314,0.0,0.0,0.7672542333581535,4.639509138232668,12.090772507403427,0.0,0.0,0.4341827248058956,8.867423651811604,21.55940748653966,0.0,0.0,0.24862261098408514,12.450976789139254,27.091933303744067,0.0,0.0,0.5426424495236678,8.00469388312029
VSD_z009,plain_prelu_style,3,healthy,0.6258498405799459,8.140584031952475,20.99913574956466,0.0,0.0,0.6810272847616403,7.036191493387571,17.952792327668277,0.0,0.0,0.20146728267219266,23.285484219990888,65.37037734802357,0.0,0.0,0.0478639316803245,34.92194423463948,65.5112640912713,0.0,0.0,0.38905208492352583,18.346050994992602
