epoch,train_loss,validation_loss,train_macro_dice,validation_macro_dice,validation_dice_femur,validation_dice_tibia,validation_dice_patella,validation_dice_fibula,lr,elapsed_seconds
20,0.240167488299665,0.30670640085424694,0.5980340242385864,0.49590206146240234,0.6665805578231812,0.6346642374992371,0.3963429629802704,0.28602051734924316,4.607704521360774e-05,841.9
21,0.23520266193719136,0.30793251203639166,0.6093249917030334,0.4867938756942749,0.6589471101760864,0.616947591304779,0.386537104845047,0.2847438454627991,4.217827674798845e-05,881.9
22,0.23365959525108337,0.3062995363559042,0.6106113791465759,0.4917150139808655,0.6700259447097778,0.6272579431533813,0.3840107023715973,0.28556546568870544,3.832773180720472e-05,921.2
23,0.23062306819927125,0.30750481465033125,0.6158368587493896,0.4879150092601776,0.6574017405509949,0.6098812818527222,0.3910754323005676,0.2933017313480377,3.4549150281252616e-05,959.8
24,0.2273839389284452,0.3055750440273966,0.6223177313804626,0.4895685911178589,0.6706463694572449,0.6239894032478333,0.39431342482566833,0.2693251669406891,3.08658283817455e-05,998.9
25,0.2263411773102624,0.30116076128823416,0.6251081824302673,0.504355788230896,0.6698617935180664,0.6330581307411194,0.4077485203742981,0.3067547380924225,2.730047501302265e-05,1037.9
26,0.22564160930258886,0.3036770394870213,0.6250410079956055,0.4956613779067993,0.6704378128051758,0.6154831647872925,0.4010818898677826,0.29564255475997925,2.387507176420255e-05,1077.2
27,0.22221597071204865,0.30362277371542795,0.630855143070221,0.4963560104370117,0.6720944046974182,0.6363688111305237,0.4011501967906952,0.2758105993270874,2.061073738537634e-05,1115.7
28,0.22195889623392195,0.3053626652274813,0.6320151686668396,0.4917408227920532,0.671948254108429,0.627738893032074,0.39103391766548157,0.276242196559906,1.7527597583490816e-05,1154.3
29,0.21885162272623607,0.3052114429218428,0.6391810774803162,0.4893823266029358,0.6710500121116638,0.6273403167724609,0.38711637258529663,0.27202245593070984,1.464466094067262e-05,1193.4
30,0.2193652568828492,0.3025544083544186,0.6373863816261292,0.49615252017974854,0.6716305613517761,0.6225051283836365,0.39256051182746887,0.29791393876075745,1.1979701719998447e-05,1232.4
31,0.21693461991491772,0.3059903106519154,0.6423546075820923,0.4895789623260498,0.6737566590309143,0.6172528266906738,0.39356112480163574,0.27374523878097534,9.549150281252628e-06,1271.4
32,0.21697522735311872,0.3048978564994676,0.6418445110321045,0.4904780685901642,0.6710123419761658,0.6227512955665588,0.3897855281829834,0.2783631384372711,7.367991782295387e-06,1310.3
33,0.2155772007647015,0.3036730821643557,0.6445518732070923,0.4949508607387543,0.6712732315063477,0.6231471300125122,0.3949175179004669,0.2904656231403351,5.449673790581608e-06,1349.2
