epoch,train_loss,validation_loss,train_macro_dice,validation_macro_dice,validation_dice_femur,validation_dice_tibia,validation_dice_patella,validation_dice_fibula,lr,elapsed_seconds
0,0.48189060106163933,0.4108666032552719,0.1981184184551239,0.2895837724208832,0.5695369243621826,0.435315877199173,0.10647646337747574,0.04700585454702377,9.98458666866564e-05,57.4
1,0.3686095689024244,0.3795141279697418,0.3678867816925049,0.35038918256759644,0.5810326337814331,0.4771324098110199,0.22391025722026825,0.1194813922047615,9.938441702975689e-05,97.5
2,0.3424521244707562,0.37002541550568174,0.4172973036766052,0.39496052265167236,0.632914662361145,0.49786385893821716,0.26218634843826294,0.18687725067138672,9.861849601988383e-05,136.9
3,0.33623500877902623,0.36571373896939413,0.4336681663990021,0.3670499324798584,0.588392436504364,0.5195890069007874,0.2188338041305542,0.14138445258140564,9.755282581475767e-05,175.9
4,0.3170956681881632,0.3472545998437064,0.46710145473480225,0.4108772873878479,0.6171577572822571,0.5756989121437073,0.2992885708808899,0.151363804936409,9.619397662556432e-05,214.0
5,0.3028564027377537,0.3550555982760021,0.4896053969860077,0.4054586887359619,0.6239365935325623,0.44926023483276367,0.34914565086364746,0.1994922161102295,9.455032620941837e-05,253.4
6,0.29599160488162723,0.3347708848970277,0.5031075477600098,0.4381519854068756,0.6253398656845093,0.5730396509170532,0.3429238498210907,0.21130453050136566,9.26320082177046e-05,292.3
7,0.2883949265593574,0.3334324157663754,0.5140202045440674,0.4431106448173523,0.6036497354507446,0.6059814095497131,0.33079835772514343,0.2320130318403244,9.045084971874737e-05,332.0
8,0.2844836435147694,0.3268971507038389,0.5213069915771484,0.45927828550338745,0.6490193009376526,0.5824333429336548,0.36133164167404175,0.24432870745658875,8.802029828000154e-05,371.1
9,0.2771084046079999,0.3230956867337227,0.534121572971344,0.45725926756858826,0.6397203207015991,0.5931021571159363,0.35574808716773987,0.24046654999256134,8.535533905932737e-05,410.9
10,0.27335799769276664,0.32356115856340956,0.5425328016281128,0.4566476345062256,0.6504775285720825,0.5804008841514587,0.3458001911640167,0.24991203844547272,8.247240241650918e-05,449.9
11,0.2729666293376968,0.3212842143007687,0.5433319807052612,0.4597921371459961,0.6497527956962585,0.5807809233665466,0.3473191261291504,0.2613157629966736,7.938926261462365e-05,489.3
12,0.2715761235782078,0.32113309630325865,0.5462906360626221,0.4633462727069855,0.6427479386329651,0.6225868463516235,0.32407426834106445,0.26397600769996643,7.612492823579742e-05,529.0
13,0.260695932166917,0.31548089001859936,0.5661981105804443,0.4724065661430359,0.6528464555740356,0.5984050035476685,0.3748944103717804,0.26348042488098145,7.269952498697731e-05,568.2
14,0.25442291512375786,0.31421261706522535,0.5754967331886292,0.47785332798957825,0.645227313041687,0.6225093007087708,0.3771209120750427,0.26655569672584534,6.913417161825447e-05,608.2
15,0.2544905511396272,0.31754036779914585,0.5741119980812073,0.4683750569820404,0.6608911752700806,0.5927426218986511,0.3591632843017578,0.2607032060623169,6.545084971874736e-05,647.8
16,0.25093534943603335,0.3076792359352112,0.581383228302002,0.4880020022392273,0.6623294949531555,0.624864399433136,0.3838687539100647,0.2809453308582306,6.167226819279526e-05,687.1
17,0.24602197820232027,0.31355226997818264,0.5885952711105347,0.4765855669975281,0.6491126418113708,0.6329309344291687,0.3847464621067047,0.23955225944519043,5.7821723252011525e-05,726.3
18,0.24394221249080839,0.3164370911461966,0.5923794507980347,0.4729626178741455,0.6389042735099792,0.618359386920929,0.3759329319000244,0.2586539089679718,5.392295478639223e-05,764.9
19,0.24110093535411925,0.3129079522831099,0.5995085835456848,0.47993549704551697,0.6635093092918396,0.6200289130210876,0.38292068243026733,0.25328317284584045,4.999999999999998e-05,803.6
