epoch,train_loss,val_loss,val_dice,val_iou,val_binary,val_tsdf,lr,secs
0,0.7462590421949115,0.7336463928222656,0.025745902210474014,0.013128110207617283,0.8666126132011414,0.6006801128387451,5e-05,85.4
1,0.7322519847324916,0.7347183227539062,0.024176452308893204,0.012336469255387783,0.8688091039657593,0.600627601146698,0.0,174.5
