epoch,train_loss,val_loss,val_dice,val_iou,lr,secs
0,0.9024364352226257,0.8969080746173859,0.06257959641516209,0.03231620788574219,5e-05,46.8
1,0.8771863430738449,0.8960123658180237,0.06257959641516209,0.03231620788574219,0.0,92.1
