epoch,train_loss,validation_loss,train_macro_dice,validation_macro_dice,validation_dice_femur,validation_dice_tibia,validation_dice_patella,validation_dice_fibula,lr,elapsed_seconds
13,0.3016271119316419,0.29209678769111636,0.4954991340637207,0.504102349281311,0.7061541676521301,0.619856059551239,0.4807281792163849,0.20967093110084534,7.269952498697731e-05,573.5
14,0.30859493570668356,0.29058847030003865,0.48664677143096924,0.5145001411437988,0.7000872492790222,0.6471655368804932,0.42012903094291687,0.29061856865882874,6.913417161825447e-05,613.4
15,0.3002475631378946,0.28641105592250826,0.4993124306201935,0.5258250832557678,0.700836718082428,0.6482794880867004,0.4758248031139374,0.2783593237400055,6.545084971874736e-05,653.0
16,0.29096928061473937,0.28369913895924886,0.5151342153549194,0.5367849469184875,0.7204784750938416,0.6513286828994751,0.47184324264526367,0.3034895360469818,6.167226819279526e-05,692.4
17,0.28452627254383905,0.2730763147274653,0.5269659757614136,0.5427284240722656,0.7171685099601746,0.6597098708152771,0.4914368987083435,0.3025985360145569,5.7821723252011525e-05,732.1
18,0.28525227769499734,0.2742433786392212,0.5244438648223877,0.5431060194969177,0.7218383550643921,0.651388943195343,0.49072015285491943,0.3084764778614044,5.392295478639223e-05,771.5
19,0.28696713064398083,0.27485478719075523,0.5243642926216125,0.5410494208335876,0.7120791077613831,0.6600615382194519,0.4724005460739136,0.3196564316749573,4.999999999999998e-05,810.9
20,0.2818943914912996,0.28134618103504183,0.5332503318786621,0.5411843061447144,0.7136821746826172,0.6526471376419067,0.4742087125778198,0.3241990804672241,4.607704521360774e-05,850.1
21,0.27579430490732193,0.2781806647777557,0.5404388904571533,0.543659508228302,0.7256194949150085,0.6500614285469055,0.4881294369697571,0.3108276426792145,4.217827674798845e-05,888.9
22,0.2753544744281542,0.27224632700284324,0.5410758852958679,0.5492826700210571,0.7064921855926514,0.6582461595535278,0.5079569220542908,0.32443538308143616,3.832773180720472e-05,928.3
23,0.2708669975399971,0.2684915771087011,0.5506576299667358,0.558799684047699,0.7228778004646301,0.66682368516922,0.5076145529747009,0.3378826677799225,3.4549150281252616e-05,967.7
24,0.26948023516507374,0.26900904178619384,0.5537291765213013,0.5566697716712952,0.7206131219863892,0.6668039560317993,0.5113279223442078,0.32793405652046204,3.08658283817455e-05,1007.7
25,0.26635913444416864,0.26772655844688414,0.5608024597167969,0.5621395707130432,0.7257046103477478,0.6610586643218994,0.5212563276290894,0.34053853154182434,2.730047501302265e-05,1046.4
26,0.2667481505445072,0.264924493432045,0.5607320666313171,0.5588161945343018,0.727435827255249,0.6634451746940613,0.5172748565673828,0.3271087408065796,2.387507176420255e-05,1085.9
27,0.26475449190253303,0.26551220814387005,0.5621740818023682,0.5611012578010559,0.7206452488899231,0.6644521951675415,0.519237756729126,0.34006980061531067,2.061073738537634e-05,1124.3
28,0.2628426466669355,0.26601858337720236,0.5654786825180054,0.5620620846748352,0.7204356789588928,0.6677382588386536,0.5215296149253845,0.3385447859764099,1.7527597583490816e-05,1163.6
29,0.2637006537545295,0.26312093337376913,0.5662830471992493,0.5645586848258972,0.7306404113769531,0.6715641021728516,0.5138513445854187,0.3421787917613983,1.464466094067262e-05,1202.4
30,0.2605195254797027,0.26092017292976377,0.5706100463867188,0.5674659013748169,0.7291676998138428,0.6714169979095459,0.5260392427444458,0.34323957562446594,1.1979701719998447e-05,1242.5
31,0.2607629114673251,0.26046721239884696,0.5715637803077698,0.5708982348442078,0.7310559153556824,0.6717640161514282,0.522345244884491,0.3584277331829071,9.549150281252628e-06,1281.8
32,0.25897320963087533,0.26183289984862007,0.5746325254440308,0.5684489607810974,0.7292221784591675,0.6740058660507202,0.5191659331321716,0.35140177607536316,7.367991782295387e-06,1322.4
33,0.2586503011130151,0.25982548395792643,0.5760871171951294,0.5720542073249817,0.7318117022514343,0.6750099658966064,0.5271081924438477,0.35428693890571594,5.449673790581608e-06,1361.2
34,0.2568612254801251,0.2596539984146754,0.5780009627342224,0.5724169015884399,0.73016357421875,0.6753535866737366,0.5261966586112976,0.35795366764068604,3.806023374435661e-06,1401.1
35,0.2553320523528826,0.25928857624530793,0.5820112824440002,0.5717552900314331,0.7328794002532959,0.6756563186645508,0.5251374840736389,0.353348046541214,2.447174185242322e-06,1440.3
36,0.2561495754690397,0.25857543349266054,0.5807780623435974,0.5739960670471191,0.732270359992981,0.6758313775062561,0.5290066003799438,0.35887596011161804,1.3815039801161715e-06,1479.2
37,0.25517848169519786,0.25910239617029823,0.581779420375824,0.5734426975250244,0.7319850325584412,0.676589846611023,0.5271682739257812,0.3580275774002075,6.155829702431167e-07,1519.3
38,0.25512637268929256,0.2586975206931432,0.5829541683197021,0.5739271640777588,0.7322091460227966,0.6766899824142456,0.5275724530220032,0.3592372536659241,1.5413331334360174e-07,1558.2
39,0.25387028320914223,0.25857692460219067,0.5861175656318665,0.5737423300743103,0.7321845889091492,0.6759163737297058,0.5278996825218201,0.35896873474121094,0.0,1597.6
