epoch,train_loss,val_loss,val_dice,val_iou,lr,secs
0,0.7053219447592776,0.6931035399436951,0.359390331308047,0.2217436134815216,9.98458666866564e-05,90.8
1,0.6687921953058529,0.6847119847933452,0.33957946648200354,0.20758308370908102,9.938441702975689e-05,183.3
2,0.6492128215150205,0.6449542800585429,0.39349693556626636,0.2480076313018799,9.861849601988383e-05,275.3
3,0.6319069498313401,0.6343903621037801,0.3951969047387441,0.24800310134887696,9.755282581475767e-05,367.8
4,0.6155790879340943,0.6162060459454854,0.3642499312758446,0.22739668066302934,9.619397662556432e-05,460.4
5,0.600726192225953,0.608548887570699,0.35134178499380747,0.21900290598471958,9.455032620941837e-05,551.5
6,0.5865363903388292,0.5992284735043844,0.38260787427425386,0.23975188930829366,9.26320082177046e-05,646.1
7,0.572650055685443,0.5885374983151753,0.38476853966712954,0.24100397179524105,9.045084971874737e-05,737.9
8,0.5587814050520251,0.5741236488024394,0.3542196104923884,0.22095848619937897,8.802029828000154e-05,828.2
9,0.5457075043709693,0.5585621198018392,0.414075630903244,0.2638390377163887,8.535533905932737e-05,919.7
10,0.532738032990587,0.5476600766181946,0.41342531045277914,0.2630891054868698,8.247240241650918e-05,1011.7
11,0.5209656232845283,0.5452128847440084,0.3799664835135142,0.23775818546613056,7.938926261462365e-05,1102.7
12,0.5088384183581004,0.5323552409807841,0.4257596433162689,0.2722769012053808,7.612492823579742e-05,1196.5
13,0.49789814285175527,0.5213321924209595,0.419460533062617,0.26713994642098743,7.269952498697731e-05,1288.0
14,0.4875104307771443,0.5154812018076579,0.39078446477651596,0.248004936426878,6.913417161825447e-05,1379.9
15,0.4782371338969933,0.5086175719896953,0.4174501766761144,0.2664133459329605,6.545084971874736e-05,1471.7
16,0.46892721460251036,0.4989553769429525,0.4136694331963857,0.26289762258529664,6.167226819279526e-05,1564.5
17,0.46037335881216085,0.4957396467526754,0.40637561678886414,0.2565814544757207,5.7821723252011525e-05,1656.5
18,0.4520655818685086,0.4913981278737386,0.40984089970588683,0.2593515247106552,5.392295478639223e-05,1748.6
19,0.4453115302645518,0.488295058409373,0.40740003089110055,0.25766224364439644,4.999999999999998e-05,1842.1
20,0.4378760642634181,0.4735115925470988,0.42171410520871483,0.2688101400931676,4.607704521360774e-05,1933.9
21,0.43225596247318976,0.47403977513313295,0.4100344439347585,0.25935454269250235,4.217827674798845e-05,2026.6
22,0.4263982503357048,0.4716512223084768,0.4091683824857076,0.2592994680007299,3.832773180720472e-05,2118.4
23,0.42124144349269527,0.4670754651228587,0.41230419278144836,0.2614088416099548,3.4549150281252616e-05,2210.3
24,0.4171788039321671,0.46311066349347435,0.41133943597475686,0.2607763757308324,3.08658283817455e-05,2302.0
25,0.4124846046199342,0.45870800415674845,0.41162041823069256,0.26124088068803153,2.730047501302265e-05,2393.1
26,0.408856415819979,0.46002959211667377,0.4090798556804657,0.25902712444464365,2.387507176420255e-05,2487.4
27,0.40596518670013565,0.4541690945625305,0.41541533867518105,0.2643739769856135,2.061073738537634e-05,2577.6
28,0.4034700420445311,0.4536961317062378,0.4134941021601359,0.26287801961104074,1.7527597583490816e-05,2668.8
29,0.40109908830619856,0.45049972732861837,0.4151136060555776,0.2640566468238831,1.464466094067262e-05,2759.3
30,0.39818733305988196,0.4539131025473277,0.4116365631421407,0.26100867887338003,1.1979701719998447e-05,2850.5
31,0.39666930108727094,0.4489961187044779,0.4137957533200582,0.2627420941988627,9.549150281252628e-06,2941.4
32,0.39538807033778667,0.44898494879404705,0.41496549447377523,0.2637840936581294,7.367991782295387e-06,3033.7
33,0.39441237995724476,0.45001933375994363,0.4112389286359151,0.2607721398274104,5.449673790581608e-06,3125.0
34,0.39367175869599075,0.44655380050341287,0.4126989324887594,0.2624172816673915,3.806023374435661e-06,3216.6
35,0.3929619589251672,0.4460561911265055,0.414781258503596,0.2638778775930405,2.447174185242322e-06,3308.2
36,0.3927159314740918,0.4482364614804586,0.4123782138029734,0.26177761554718015,1.3815039801161715e-06,3400.3
37,0.39236626724996965,0.44809629519780475,0.4134190022945404,0.26265586018562315,6.155829702431167e-07,3491.0
38,0.3922989586156285,0.447417296965917,0.415324729681015,0.2641383876403173,1.5413331334360174e-07,3583.6
39,0.39227182815174855,0.4467543065547943,0.41253673831621807,0.26207390129566194,0.0,3675.7
