epoch,train_loss,val_loss,val_dice,val_iou,lr,secs
0,0.6924826636396605,0.6749523560206095,0.3816668043533961,0.24037788112958272,9.98458666866564e-05,92.5
1,0.6632673147766069,0.6565589984258016,0.37389691174030304,0.23761750161647796,9.938441702975689e-05,186.4
2,0.6438100389365492,0.6404013474782307,0.4000353872776031,0.2580929363767306,9.861849601988383e-05,279.8
3,0.6276129741093208,0.6210947632789612,0.40011586745580036,0.25713027467330296,9.755282581475767e-05,373.4
4,0.6124891597649147,0.6052345395088196,0.3810752540826797,0.2456174376110236,9.619397662556432e-05,467.5
5,0.5971325478334536,0.5944709102312724,0.38054712091883025,0.24484228417277337,9.455032620941837e-05,561.1
6,0.5829167931244291,0.5842965284983317,0.29443108501533666,0.1816306645050645,9.26320082177046e-05,655.9
7,0.569523918902737,0.5646183848381042,0.3946428008377552,0.2580017689615488,9.045084971874737e-05,750.0
8,0.5553786506255468,0.5633049607276917,0.37222134669621787,0.24007451981306077,8.802029828000154e-05,844.2
9,0.5427092846440172,0.5441502213478089,0.43644565443197886,0.2867520441611608,8.535533905932737e-05,938.6
10,0.5302062151075779,0.5465568860371908,0.32454569066564243,0.20370444115251302,8.247240241650918e-05,1033.2
11,0.5186564995982181,0.5364696304003398,0.33611719409624735,0.2129537727062901,7.938926261462365e-05,1128.1
12,0.5069635578955727,0.5234937051932017,0.38187066713968915,0.24612477496266366,7.612492823579742e-05,1222.5
13,0.4966746498455947,0.5111082553863525,0.41463119934002557,0.27119343156615894,7.269952498697731e-05,1316.7
14,0.4862049776932289,0.5022962152957916,0.42036165843407314,0.2748826391994953,6.913417161825447e-05,1410.4
15,0.4765020089930502,0.4921544849872589,0.4242596348126729,0.2777209331591924,6.545084971874736e-05,1503.9
16,0.4675315973059884,0.48314484556516013,0.43105820963780084,0.2834645909567674,6.167226819279526e-05,1598.3
17,0.4590266477102521,0.48461893796920774,0.40185042122999826,0.26123945688207945,5.7821723252011525e-05,1693.0
18,0.451052886316146,0.4715188960234324,0.4339236448208491,0.28486992021401725,5.392295478639223e-05,1787.4
19,0.4440259892365028,0.4714378078778585,0.4083604683478673,0.2671194925904274,4.999999999999998e-05,1881.8
20,0.4375677531820604,0.46487101515134177,0.4143209805091222,0.27107538282871246,4.607704521360774e-05,1975.9
21,0.431476214665106,0.462063197294871,0.4071789448459943,0.2668310840924581,4.217827674798845e-05,2070.7
22,0.4259872176181311,0.4563532829284668,0.4232127169768016,0.27764541655778885,3.832773180720472e-05,2164.9
23,0.4215421409442507,0.4525204519430796,0.42335555553436277,0.2778018653392792,3.4549150281252616e-05,2259.1
24,0.4167748746173135,0.44834481279055277,0.42613416314125063,0.27955583383639654,3.08658283817455e-05,2353.5
25,0.41270642051066475,0.44759840965270997,0.4198597331841787,0.2751814067363739,2.730047501302265e-05,2447.7
26,0.40966458207574385,0.4436996678511302,0.42364492615063987,0.2780193274219831,2.387507176420255e-05,2542.5
27,0.40638956890023986,0.44308931231498716,0.42090981006622313,0.2761185124516487,2.061073738537634e-05,2636.1
28,0.40345203927878676,0.4464805583159129,0.4059208263953527,0.26509758333365124,1.7527597583490816e-05,2729.7
29,0.40126179295709763,0.4402811666329702,0.4162036716938019,0.27308200498421986,1.464466094067262e-05,2823.2
30,0.39952387138344775,0.44160240292549136,0.4026133785645167,0.26332861334085467,1.1979701719998447e-05,2917.1
31,0.3980475501424965,0.43675195177396137,0.4260092963774999,0.2797696242729823,9.549150281252628e-06,3012.4
32,0.39699010722253514,0.4361506521701813,0.42441372672716776,0.2787102361520131,7.367991782295387e-06,3106.9
33,0.39587695828114433,0.43614570101102196,0.4234922736883163,0.2780138423045476,5.449673790581608e-06,3201.1
34,0.39468471140697087,0.43502138257026673,0.42794583837191263,0.2807203804453214,3.806023374435661e-06,3295.4
35,0.39425922228002,0.4405487875143687,0.402470209201177,0.2628343294064204,2.447174185242322e-06,3389.6
36,0.39407860975840997,0.44886199235916135,0.379809715350469,0.24628406564394634,1.3815039801161715e-06,3484.3
37,0.3937291266589329,0.4341123004754384,0.4290466537078222,0.28193239569664,6.155829702431167e-07,3578.5
38,0.3936724863175688,0.44306042790412903,0.3945941855510076,0.2570794254541397,1.5413331334360174e-07,3673.3
39,0.3936458877448378,0.43323668241500857,0.4252526173988978,0.2793914844592412,0.0,3767.5
