epoch,train_loss,val_loss,val_dice,val_iou,lr,secs
0,0.6912461590624142,0.6690669102328164,0.41827951797417234,0.2654570894581931,9.98458666866564e-05,92.9
1,0.659273255014134,0.6744650389466967,0.4211202029670988,0.2683093994855881,9.938441702975689e-05,184.1
2,0.6428200234909971,0.6406751317637307,0.4331725367477962,0.2778542158859117,9.861849601988383e-05,275.5
3,0.6275576228153206,0.6248158982821873,0.3648573245321001,0.22968299048287527,9.755282581475767e-05,367.7
4,0.6129705188517085,0.6231824542794909,0.3575423870767866,0.2219643560903413,9.619397662556432e-05,458.2
5,0.6005569817777165,0.5973422995635441,0.418087227003915,0.2650091531021254,9.455032620941837e-05,549.8
6,0.5856663731043924,0.5945053143160683,0.3075801432132721,0.18864149068083083,9.26320082177046e-05,642.7
7,0.5718681405404371,0.5832118349415916,0.29010706062295605,0.1775058074189084,9.045084971874737e-05,734.0
8,0.5594137559037009,0.5682070808751243,0.4098731726408005,0.25918584210532053,8.802029828000154e-05,825.3
9,0.5469656229732993,0.5609929348741259,0.39008639433554243,0.2451600075832435,8.535533905932737e-05,917.1
10,0.5345529701538428,0.5504096405846732,0.3954516649246216,0.24846652895212173,8.247240241650918e-05,1010.5
11,0.5233917946587066,0.5393998197146824,0.39886702384267536,0.25115271870579037,7.938926261462365e-05,1102.2
12,0.5126799739406495,0.5257019847631454,0.43924200534820557,0.2824731671384403,7.612492823579742e-05,1191.9
13,0.5017302041639111,0.5217389613389969,0.42244596992220196,0.26919014751911163,7.269952498697731e-05,1283.3
14,0.49177001925285707,0.5186812962804522,0.38291750635419575,0.23950638781700814,6.913417161825447e-05,1374.6
15,0.48236710065139266,0.5078486118997846,0.43062691177640644,0.2751069111483438,6.545084971874736e-05,1466.2
16,0.47388274566142147,0.4990416488477162,0.4134861763034548,0.26251380677734104,6.167226819279526e-05,1558.8
17,0.46503944007936354,0.4907117805310658,0.44114333178315845,0.2840767556003162,5.7821723252011525e-05,1650.7
18,0.457268696345255,0.48786103086812155,0.411790813186339,0.2642603094822594,5.392295478639223e-05,1742.3
19,0.45037473158208197,0.4812716841697693,0.43113444106919424,0.27576630456107004,4.999999999999998e-05,1833.2
20,0.44397376040498654,0.47408217404569897,0.437416564141001,0.281600575361933,4.607704521360774e-05,1924.5
21,0.43804478359793475,0.46864926176411764,0.4412905637707029,0.284229182771274,4.217827674798845e-05,2017.0
22,0.4327781336036271,0.46316784833158764,0.44499822173799786,0.2869718021580151,3.832773180720472e-05,2110.1
23,0.42741753633864626,0.45641096574919565,0.44858514836856295,0.28998718304293497,3.4549150281252616e-05,2202.3
24,0.4231538419238108,0.45715380353587015,0.44282456593854086,0.2852543219923973,3.08658283817455e-05,2295.7
25,0.4196517465714209,0.4529420499290739,0.4456402659416199,0.28783801198005676,2.730047501302265e-05,2387.5
26,0.41573412743157256,0.4529878135238375,0.43560350579874857,0.27981916282858166,2.387507176420255e-05,2479.9
27,0.4123907008927739,0.4490355189357485,0.44385290358747753,0.2863084631306784,2.061073738537634e-05,2571.5
28,0.409994803145974,0.44782925716468264,0.44506341218948364,0.2872390055230686,1.7527597583490816e-05,2662.9
29,0.40789966329842986,0.44673085851328714,0.43874265466417584,0.2825184794408934,1.464466094067262e-05,2755.6
30,0.40612523016815416,0.44439817539283205,0.44389689181532177,0.28649612835475374,1.1979701719998447e-05,2846.1
31,0.4041127373358447,0.4429107521261488,0.4440469571522304,0.2865172709737505,9.549150281252628e-06,2939.9
32,0.4030467125470053,0.44094895252159666,0.4453246125153133,0.28750425044979366,7.367991782295387e-06,3030.4
33,0.4015006356967423,0.44234038037913187,0.43991577199527193,0.2832749794636454,5.449673790581608e-06,3121.3
34,0.40075725102852916,0.44204227200576235,0.4389991249356951,0.2826154370393072,3.806023374435661e-06,3212.3
35,0.40038930049199545,0.4417871045214789,0.4391464250428336,0.28270625855241505,2.447174185242322e-06,3302.4
36,0.39996702121403405,0.4391622990369797,0.4472742740597044,0.2891296563403947,1.3815039801161715e-06,3394.8
37,0.399737853133036,0.4391795928989138,0.4474815172808511,0.2892859471695764,6.155829702431167e-07,3486.8
38,0.39967928407434933,0.4416566618851253,0.43683333694934845,0.28093973653657095,1.5413331334360174e-07,3577.3
39,0.3996576909533518,0.4431937762669155,0.43341524473258425,0.278313194002424,0.0,3668.0
