epoch,train_loss,val_loss,val_dice,val_iou,lr,secs
0,0.7625388952723721,0.7544443882428683,0.3454823803443175,0.21479508739251357,9.98458666866564e-05,90.7
1,0.73378289477867,0.7219554552665124,0.3992853279297168,0.2557703715104323,9.938441702975689e-05,183.9
2,0.7165690406024108,0.7159639642788813,0.35793129068154556,0.22390758590056345,9.861849601988383e-05,276.2
3,0.7010621208893625,0.7007030661289508,0.3696452642862613,0.23228809180168006,9.755282581475767e-05,370.0
4,0.6856384225058973,0.6845376720795264,0.37670196707432085,0.23917150841309473,9.619397662556432e-05,463.0
5,0.6703420710145381,0.6686658630004296,0.4087718679354741,0.26314641993779403,9.455032620941837e-05,555.7
6,0.656132665991086,0.6563217410674462,0.4052101465371939,0.2606286939520102,9.26320082177046e-05,649.8
7,0.641816048245681,0.641116243142348,0.40957151926480806,0.2634267039023913,9.045084971874737e-05,744.0
8,0.6284798610280131,0.6243316164383521,0.42116653002225435,0.27263515958419215,8.802029828000154e-05,837.3
9,0.6153673937446192,0.6198477836755606,0.43063573424632734,0.28008615512114304,8.535533905932737e-05,931.2
10,0.6024799643204226,0.6036102267412039,0.4402427008518806,0.2888161391019821,8.247240241650918e-05,1024.7
11,0.5909240535128186,0.5975091686615577,0.4359339280770375,0.2862121588908709,7.938926261462365e-05,1118.7
12,0.5792135990153976,0.5857473749380845,0.43133061207257783,0.281367322573295,7.612492823579742e-05,1212.4
13,0.5682636454091434,0.576622316470513,0.4350619361950801,0.28369373426987576,7.269952498697731e-05,1306.1
14,0.5576878786087036,0.5746523554508502,0.4296462650482471,0.2807020258445006,6.913417161825447e-05,1400.4
15,0.5479298019618318,0.5597267930324261,0.4236304542193046,0.274956539273262,6.545084971874736e-05,1493.5
16,0.5384997091098138,0.5504568012861105,0.4382195839515099,0.28732748100390804,6.167226819279526e-05,1587.0
17,0.5297575399541018,0.5452233919730554,0.4343137672314277,0.2835073493994199,5.7821723252011525e-05,1680.0
18,0.5218731924804331,0.5377525343344762,0.4436765450697679,0.29194369797523206,5.392295478639223e-05,1773.0
19,0.5141609643983562,0.5296055582853464,0.4419733446377974,0.29013082728936124,4.999999999999998e-05,1867.3
20,0.5074287828994773,0.5265907943248749,0.43998977771172154,0.2889776951991595,4.607704521360774e-05,1960.8
21,0.5007737352136981,0.52000725040069,0.4412893607066228,0.29024034623916334,4.217827674798845e-05,2056.3
22,0.4947135573939273,0.5171602070331573,0.43338226355039156,0.28255538871655095,3.832773180720472e-05,2149.5
23,0.4894036612315485,0.5089519482392532,0.44502649857447696,0.2930823197731605,3.4549150281252616e-05,2242.5
24,0.4845976543705366,0.5084623671494998,0.436778731071032,0.28564878495839924,3.08658283817455e-05,2336.2
25,0.48012638754314846,0.5031726291546454,0.4462006871516888,0.2940683468030049,2.730047501302265e-05,2429.7
26,0.4762212858911146,0.5004354188075433,0.442598643211218,0.2909522239978497,2.387507176420255e-05,2524.1
27,0.4729251087757579,0.4959754508275252,0.44010204993761504,0.28888391531430757,2.061073738537634e-05,2617.7
28,0.4701436609901183,0.49642494550118077,0.44199249148368835,0.2902693163890105,1.7527597583490816e-05,2712.5
29,0.46774145246249194,0.49384233126273525,0.44213685622582066,0.29030386301187366,1.464466094067262e-05,2805.5
30,0.46496974376209993,0.49123627176651585,0.4419950567759,0.2904483721806453,1.1979701719998447e-05,2898.7
31,0.46337931110844977,0.4906629507358258,0.44522013801794785,0.29324976297525257,9.549150281252628e-06,2992.4
32,0.4619465093863638,0.489727829511349,0.44228206460292524,0.29048973321914673,7.367991782295387e-06,3085.8
33,0.4610789982896102,0.4874264597892761,0.4433816373348236,0.2916038024884004,5.449673790581608e-06,3179.2
34,0.4602205376876028,0.4882609500334813,0.4423470749304845,0.2907472367470081,3.806023374435661e-06,3272.7
35,0.45954150310036734,0.4868265734269069,0.4444641195810758,0.29267744719982147,2.447174185242322e-06,3367.5
36,0.45894996220605416,0.4870618971494528,0.44119847279328567,0.2896428211377217,1.3815039801161715e-06,3461.2
37,0.45856509344619617,0.48683786162963283,0.4416063061127296,0.2899044328010999,6.155829702431167e-07,3554.1
38,0.4585077743432675,0.4868494478555826,0.44191864132881165,0.2901937789641894,1.5413331334360174e-07,3647.6
39,0.4584811233986191,0.4871257704037886,0.4434585296190702,0.29166659025045544,0.0,3741.2
