epoch,train_loss,validation_loss,train_macro_dice,validation_macro_dice,validation_dice_femur,validation_dice_tibia,validation_dice_patella,validation_dice_fibula,lr,elapsed_seconds
18,0.25570671295010766,0.29688828757831026,0.5769377946853638,0.5009202361106873,0.6597751975059509,0.5885142087936401,0.4406760334968567,0.3147156834602356,5.392295478639223e-05,754.2
19,0.2514554872069248,0.2945660246270044,0.5825998187065125,0.49951857328414917,0.6346877217292786,0.6110080480575562,0.4451446533203125,0.3072338402271271,4.999999999999998e-05,793.3
20,0.2502241910890091,0.28970487096479963,0.583635687828064,0.5095599293708801,0.6624351739883423,0.6330612897872925,0.4420664608478546,0.30067676305770874,4.607704521360774e-05,831.7
21,0.2509427995875824,0.29039771429130007,0.5823293924331665,0.5176995396614075,0.6729849576950073,0.6250670552253723,0.45676398277282715,0.31598201394081116,4.217827674798845e-05,870.5
22,0.2458258441021276,0.28722124227455686,0.5927230715751648,0.5097343921661377,0.6661141514778137,0.6277514100074768,0.4422622621059418,0.30280980467796326,3.832773180720472e-05,910.7
23,0.24305610566638236,0.2890475956457002,0.5966286063194275,0.5093699097633362,0.6665571928024292,0.6346668004989624,0.4255736470222473,0.3106820285320282,3.4549150281252616e-05,949.2
24,0.24301867810792702,0.28661451382296427,0.5964266657829285,0.5181224346160889,0.674502968788147,0.6257324814796448,0.46046891808509827,0.3117852807044983,3.08658283817455e-05,987.7
25,0.2409315164699111,0.2851852827838489,0.5999988913536072,0.5119170546531677,0.6723949313163757,0.6369820237159729,0.41275352239608765,0.325537770986557,2.730047501302265e-05,1027.7
26,0.2374029336280601,0.28224402772528784,0.6064139008522034,0.5228530168533325,0.6739087700843811,0.6287226676940918,0.44825831055641174,0.34052228927612305,2.387507176420255e-05,1066.6
27,0.23669187724590302,0.28093857956784113,0.6072510480880737,0.5241252779960632,0.6697232127189636,0.6410732269287109,0.45059624314308167,0.3351084291934967,2.061073738537634e-05,1107.3
28,0.23507703078347583,0.27907927334308624,0.6114054322242737,0.5265383124351501,0.6785125732421875,0.6462463736534119,0.4508642852306366,0.33052995800971985,1.7527597583490816e-05,1146.6
29,0.23204886358837748,0.2801850810647011,0.6177615523338318,0.5250139236450195,0.6751383543014526,0.6362550854682922,0.45020076632499695,0.338461309671402,1.464466094067262e-05,1185.5
30,0.23216783099396285,0.28273455266441616,0.6152933239936829,0.5206120610237122,0.6710411906242371,0.6463459730148315,0.4418427050113678,0.3232184946537018,1.1979701719998447e-05,1225.5
31,0.23116316039894902,0.2783439095531191,0.619799792766571,0.5288361310958862,0.6739336252212524,0.645866870880127,0.45154377818107605,0.34400010108947754,9.549150281252628e-06,1265.5
32,0.2288372440393581,0.27946095168590546,0.6222571730613708,0.5262644290924072,0.6753670573234558,0.6430519819259644,0.45145323872566223,0.3351854979991913,7.367991782295387e-06,1305.6
33,0.2279320438933927,0.27973579721791403,0.6261021494865417,0.525802493095398,0.6753272414207458,0.6344836354255676,0.45180487632751465,0.34159421920776367,5.449673790581608e-06,1344.4
34,0.2290205581243648,0.2787701870713915,0.6237062215805054,0.529245138168335,0.6703672409057617,0.6500076055526733,0.45853862166404724,0.3380669951438904,3.806023374435661e-06,1383.2
35,0.22834150701068168,0.2788632501448904,0.624343752861023,0.5275350213050842,0.6724826693534851,0.6475431323051453,0.4492363929748535,0.34087783098220825,2.447174185242322e-06,1422.9
36,0.22721529700035273,0.27833285821335657,0.6261187791824341,0.529071033000946,0.6743330359458923,0.6480900049209595,0.44861075282096863,0.34525036811828613,1.3815039801161715e-06,1461.1
37,0.2264643855566202,0.27851387539080213,0.6280434131622314,0.5279912352561951,0.6719362139701843,0.6478374600410461,0.4548320472240448,0.33735913038253784,6.155829702431167e-07,1500.7
38,0.22565537344577702,0.2789070042116301,0.6291905641555786,0.5271773338317871,0.6718471646308899,0.6469573378562927,0.4506373107433319,0.3392675518989563,1.5413331334360174e-07,1539.0
39,0.2250623609437499,0.2785776002066476,0.6297895908355713,0.527807354927063,0.6729459166526794,0.6479424834251404,0.4500785171985626,0.3402625024318695,0.0,1578.6
