epoch,train_loss,validation_loss,train_macro_dice,validation_macro_dice,validation_dice_femur,validation_dice_tibia,validation_dice_patella,validation_dice_fibula,lr,elapsed_seconds
0,0.4882413620172545,0.39779930668217794,0.189623162150383,0.3020106554031372,0.5325011610984802,0.438478946685791,0.13784240186214447,0.09922019392251968,9.98458666866564e-05,47.9
1,0.37059781509776446,0.3567433165652411,0.3679259121417999,0.39547473192214966,0.603899359703064,0.5447465181350708,0.30210110545158386,0.13115188479423523,9.938441702975689e-05,87.6
2,0.3517225828281669,0.35314432850905825,0.4073413908481598,0.4004824757575989,0.6168489456176758,0.4857631325721741,0.33527880907058716,0.16403909027576447,9.861849601988383e-05,127.0
3,0.33166841989339785,0.33184202015399933,0.4430735111236572,0.44475194811820984,0.6202682852745056,0.5740958452224731,0.36884835362434387,0.21579544246196747,9.755282581475767e-05,166.9
4,0.32072839556738386,0.3199761041573116,0.4628518223762512,0.46306702494621277,0.6324172616004944,0.5910323858261108,0.3803439736366272,0.24847450852394104,9.619397662556432e-05,206.2
5,0.3040632477333379,0.31525073094027384,0.49180519580841064,0.4637897312641144,0.6432061195373535,0.6035076975822449,0.3716501295566559,0.23679493367671967,9.455032620941837e-05,244.9
6,0.30260809216388435,0.3156270757317543,0.49289819598197937,0.46046462655067444,0.6159225106239319,0.5856186747550964,0.40561991930007935,0.23469741642475128,9.26320082177046e-05,284.2
7,0.2931580851937449,0.31831010431051254,0.5096872448921204,0.46212121844291687,0.6300839185714722,0.5815097093582153,0.4333288371562958,0.2035624086856842,9.045084971874737e-05,322.5
8,0.29790793948395305,0.3170692537512098,0.5000004768371582,0.4668154716491699,0.6251652836799622,0.6037050485610962,0.428484171628952,0.20990727841854095,8.802029828000154e-05,361.0
9,0.28761716429577316,0.3066596250448908,0.519686758518219,0.4774585962295532,0.6382796168327332,0.5970404744148254,0.40734171867370605,0.26717254519462585,8.535533905932737e-05,400.4
10,0.2851681182550829,0.31575526190655573,0.5230593085289001,0.47214820981025696,0.6313800811767578,0.5901958346366882,0.4023503363132477,0.2646665871143341,8.247240241650918e-05,440.0
11,0.2836381401433501,0.2975491466266768,0.5235793590545654,0.5004991292953491,0.6555866599082947,0.6214976906776428,0.4556345045566559,0.26927775144577026,7.938926261462365e-05,478.6
12,0.2756262750819672,0.28989264581884655,0.5392279028892517,0.5104480385780334,0.6577133536338806,0.6307239532470703,0.46145302057266235,0.29190191626548767,7.612492823579742e-05,517.8
13,0.2722622565058775,0.291659020951816,0.543310284614563,0.5105664730072021,0.6636981964111328,0.6313196420669556,0.4588622450828552,0.28838592767715454,7.269952498697731e-05,557.4
14,0.2640973360732544,0.29389055924756186,0.5607870221138,0.5051397681236267,0.6675763130187988,0.6240811944007874,0.4337959885597229,0.29510563611984253,6.913417161825447e-05,597.4
15,0.2625898393087609,0.295724019408226,0.560779869556427,0.5087372660636902,0.6681140065193176,0.6298163533210754,0.4550988972187042,0.2819197475910187,6.545084971874736e-05,637.6
16,0.25962015639903935,0.2942870685032436,0.5708268880844116,0.4976245164871216,0.6525866389274597,0.600062370300293,0.4423004686832428,0.2955484986305237,6.167226819279526e-05,676.2
17,0.2577677445356236,0.2911066710948944,0.5704405307769775,0.5108025670051575,0.6557815670967102,0.6345454454421997,0.459622859954834,0.293260395526886,5.7821723252011525e-05,714.8
